Date,AAPL,META,TSLA,World,Politics,Coronavirus
2018-03-28,-0.5555555555555556,-0.6551724137931034,,-0.7142857142857143,-0.5,
2018-03-29,-0.45454545454545453,-0.5172413793103449,,-0.7272727272727273,-0.4,
2018-03-30,1.0,0.0,,-0.84,-1.0,
2018-03-31,1.0,-1.0,,-0.6875,-1.0,
2018-04-01,,,,,-1.0,
2018-04-02,,,,,-0.3333333333333333,
2018-04-03,-1.0,-1.0,,-0.7419354838709677,-0.75,
2018-04-04,-0.8181818181818182,-0.7,,-0.46153846153846156,-0.16666666666666666,
2018-04-05,0.1111111111111111,0.0,0.0,-0.5384615384615384,-0.8181818181818182,
2018-04-06,-0.14285714285714285,-0.09090909090909091,0.0,-0.6341463414634146,-1.0,
2018-04-07,-1.0,-0.3333333333333333,,-0.35294117647058826,-1.0,
2018-04-08,1.0,-1.0,,-0.7058823529411765,-1.0,
2018-04-09,-0.7142857142857143,-0.8571428571428571,-0.2,-0.7027027027027027,-0.6923076923076923,
2018-04-10,0.2,-0.42857142857142855,0.0,-0.7142857142857143,-0.7142857142857143,
2018-04-11,-1.0,-1.0,,-0.5757575757575758,-0.5238095238095238,
2018-04-12,-0.4444444444444444,-0.5,-0.6,-0.5342465753424658,-0.6363636363636364,
2018-04-13,-0.3333333333333333,-0.6,0.0,-0.8333333333333334,-0.5555555555555556,
2018-04-14,,-0.2,-1.0,-0.7142857142857143,-0.6,
2018-04-15,,-1.0,,-0.47368421052631576,-0.3333333333333333,
2018-04-16,-0.3333333333333333,-0.4666666666666667,-1.0,-0.6818181818181818,-0.6666666666666666,
2018-04-17,-0.3333333333333333,-0.18181818181818182,-0.14285714285714285,-0.5102040816326531,-0.5,
2018-04-18,,-0.8461538461538461,0.0,-0.5882352941176471,-0.75,
2018-04-19,-0.7142857142857143,-0.1111111111111111,-1.0,-0.5555555555555556,-0.4666666666666667,
2018-04-20,-0.6666666666666666,-0.5294117647058824,-0.3333333333333333,-0.5409836065573771,-0.5,
2018-04-21,1.0,-1.0,,-0.696969696969697,-1.0,
2018-04-22,0.3333333333333333,0.2,,-0.7241379310344828,-1.0,
2018-04-23,-0.42857142857142855,-0.4,0.3333333333333333,-0.6825396825396826,0.25,
2018-04-24,-0.3333333333333333,-0.4782608695652174,-1.0,-0.7777777777777778,-0.3333333333333333,
2018-04-25,-0.7777777777777778,-0.5294117647058824,-0.3333333333333333,-0.5733333333333334,0.0,
2018-04-26,0.09090909090909091,0.0,0.2,-0.5897435897435898,-0.4666666666666667,
2018-04-27,-0.5,0.3333333333333333,1.0,-0.5254237288135594,-0.4,
2018-04-28,,-0.3333333333333333,,-0.6363636363636364,-1.0,
2018-04-29,1.0,,1.0,-0.7241379310344828,,
2018-04-30,-0.09090909090909091,-0.1111111111111111,1.0,-0.5087719298245614,-1.0,
2018-05-01,,,,,-0.6,
2018-05-02,,,,,-0.38461538461538464,
2018-05-03,0.0,-0.6666666666666666,,-0.7611940298507462,-0.75,
2018-05-04,-0.7142857142857143,-0.7777777777777778,,-0.6551724137931034,-0.6,
2018-05-05,0.0,,,-0.5862068965517241,1.0,
2018-05-06,-0.2727272727272727,-0.25,0.0,-0.5294117647058824,-1.0,
2018-05-07,-1.0,-1.0,-0.5,-0.6610169491525424,-0.6666666666666666,
2018-05-08,-1.0,1.0,,-0.3333333333333333,-0.45454545454545453,
2018-05-09,-0.5,-0.3333333333333333,-1.0,-0.5402298850574713,-0.75,
2018-05-10,-0.1111111111111111,-0.5,-0.1111111111111111,-0.7230769230769231,-0.6,
2018-05-11,-0.3333333333333333,-0.6666666666666666,-1.0,-0.6774193548387096,-1.0,
2018-05-12,-0.25,-0.7142857142857143,-1.0,-0.5081967213114754,-1.0,
2018-05-13,,-0.3333333333333333,-1.0,-0.47058823529411764,1.0,
2018-05-14,0.3333333333333333,-0.3333333333333333,0.5,-0.6216216216216216,-0.6,
2018-05-15,-0.3333333333333333,-0.375,0.5,-0.6153846153846154,-0.6,
2018-05-16,1.0,-0.18181818181818182,1.0,-0.6455696202531646,-0.2857142857142857,
2018-05-17,-0.6666666666666666,-0.7777777777777778,-0.3333333333333333,-0.8028169014084507,-0.3333333333333333,
2018-05-18,-0.14285714285714285,-1.0,1.0,-0.6470588235294118,-1.0,
2018-05-19,,-1.0,-1.0,-0.4666666666666667,-1.0,
2018-05-20,,,,-0.6097560975609756,,
2018-05-21,-0.3333333333333333,0.5,0.2,-0.6551724137931034,-0.42857142857142855,
2018-05-22,0.25,-0.2631578947368421,-0.6,-0.6417910447761194,0.2,
2018-05-23,-1.0,-0.16666666666666666,-0.6666666666666666,-0.4888888888888889,-1.0,
2018-05-24,-0.6666666666666666,-0.2,-1.0,-0.6521739130434783,-0.5384615384615384,
2018-05-25,-1.0,-0.2,0.0,-0.7837837837837838,-0.6666666666666666,
2018-05-26,-1.0,-0.5,,-0.45454545454545453,,
2018-05-27,,-0.3333333333333333,,-0.2903225806451613,-1.0,
2018-05-28,-1.0,-0.3333333333333333,-1.0,-0.7209302325581395,-1.0,
2018-05-29,-0.5,-0.5,-1.0,-0.7272727272727273,-0.6666666666666666,
2018-05-30,-0.14285714285714285,-0.6,0.0,-0.7288135593220338,-0.1111111111111111,
2018-05-31,-0.75,-0.7142857142857143,0.3333333333333333,-0.6923076923076923,-0.5,
2018-06-01,,,,,-1.0,
2018-06-02,,,,,-1.0,
2018-06-03,1.0,-0.8181818181818182,,-0.4827586206896552,-1.0,
2018-06-04,-0.3333333333333333,-1.0,,-0.5757575757575758,-0.6923076923076923,
2018-06-05,0.3333333333333333,-1.0,,-0.5625,-0.6,
2018-06-06,-1.0,-0.5384615384615384,0.09090909090909091,-0.48484848484848486,0.06666666666666667,
2018-06-07,-0.7777777777777778,-0.6666666666666666,-0.3333333333333333,-0.49206349206349204,-0.25,
2018-06-08,-0.25,-0.23076923076923078,,-0.7209302325581395,-1.0,
2018-06-09,-0.25,-0.875,-1.0,-0.6590909090909091,,
2018-06-10,-1.0,-1.0,,-0.6571428571428571,0.0,
2018-06-11,-0.5555555555555556,-0.6923076923076923,-0.6,-0.6071428571428571,-0.25,
2018-06-12,-0.2,-0.625,-0.6,-0.5918367346938775,-0.6,
2018-06-13,-0.6,-0.3333333333333333,0.3333333333333333,-0.5806451612903226,-0.6363636363636364,
2018-06-14,-0.3333333333333333,-0.3333333333333333,0.1111111111111111,-0.68,-0.38461538461538464,
2018-06-15,1.0,-1.0,,-0.5714285714285714,-0.8571428571428571,
2018-06-16,,-1.0,,-0.45454545454545453,,
2018-06-17,,-0.5,,-0.7241379310344828,-1.0,
2018-06-18,-0.6,-0.3333333333333333,-1.0,-0.6507936507936508,-1.0,
2018-06-19,-0.42857142857142855,-0.5,-0.3333333333333333,-0.6428571428571429,-0.25,
2018-06-20,0.3333333333333333,0.0,0.0,-0.35384615384615387,-0.2857142857142857,
2018-06-21,-0.3333333333333333,-0.8181818181818182,0.3333333333333333,-0.5492957746478874,-0.4117647058823529,
2018-06-22,-0.5,-0.6,0.0,-0.41818181818181815,-0.6666666666666666,
2018-06-23,,-1.0,,-0.6129032258064516,-1.0,
2018-06-24,-1.0,-0.3333333333333333,,-0.8461538461538461,-0.6,
2018-06-25,-0.2,0.14285714285714285,-1.0,-0.4666666666666667,-0.6923076923076923,
2018-06-26,0.14285714285714285,-0.7333333333333333,0.0,-0.620253164556962,-0.6470588235294118,
2018-06-27,-0.3333333333333333,-0.25,0.0,-0.6129032258064516,-0.6190476190476191,
2018-06-28,0.0,-0.5,-0.6,-0.4461538461538462,-0.5384615384615384,
2018-06-29,0.0,-0.25,1.0,-0.5789473684210527,-0.6,
2018-06-30,,-1.0,,-0.6129032258064516,-1.0,
2018-07-01,,,,,0.0,
2018-07-02,,,,,0.14285714285714285,
2018-07-03,-1.0,-0.5,,-0.5903614457831325,-0.6666666666666666,
2018-07-04,,-1.0,,-0.68,-1.0,
2018-07-05,0.3333333333333333,0.2,-1.0,-0.47692307692307695,-0.2857142857142857,
2018-07-06,-0.3333333333333333,-0.7142857142857143,-0.2,-0.673469387755102,-1.0,
2018-07-07,,-1.0,,-0.5882352941176471,-0.3333333333333333,
2018-07-08,0.1111111111111111,0.06666666666666667,0.07692307692307693,-0.37777777777777777,-1.0,
2018-07-09,-0.3333333333333333,-0.3333333333333333,-0.5384615384615384,-0.7241379310344828,-0.25,
2018-07-10,-1.0,-1.0,,-0.7297297297297297,-0.6363636363636364,
2018-07-11,-0.6363636363636364,-0.4,-0.3333333333333333,-0.30158730158730157,-0.7777777777777778,
2018-07-12,-0.6,-0.4,-1.0,-0.5932203389830508,-0.75,
2018-07-13,0.0,-0.5,1.0,-0.7543859649122807,-1.0,
2018-07-14,,,,-0.3157894736842105,-0.6,
2018-07-15,,-0.6,,-0.5555555555555556,-1.0,
2018-07-16,-0.2,0.2,1.0,-0.7916666666666666,0.0,
2018-07-17,-0.3333333333333333,-0.625,-0.5,-0.7916666666666666,-0.5,
2018-07-18,0.42857142857142855,-1.0,0.3333333333333333,-0.5,-0.5714285714285714,
2018-07-19,-1.0,-0.5555555555555556,-1.0,-0.7966101694915254,-0.5384615384615384,
2018-07-20,-0.42857142857142855,-0.42857142857142855,-0.3333333333333333,-0.5,1.0,
2018-07-21,,,,-0.7419354838709677,-1.0,
2018-07-22,,-0.3333333333333333,,-0.6571428571428571,-1.0,
2018-07-23,-1.0,-0.6,-0.5555555555555556,-0.7037037037037037,-0.09090909090909091,
2018-07-24,0.0,-0.5384615384615384,-1.0,-0.5081967213114754,-0.3333333333333333,
2018-07-25,-0.42857142857142855,-0.7777777777777778,-1.0,-0.6949152542372882,-0.875,
2018-07-26,-0.5,-0.68,-0.3333333333333333,-0.5686274509803921,-0.7777777777777778,
2018-07-27,0.2,-0.23809523809523808,1.0,-0.6333333333333333,-0.23076923076923078,
2018-07-28,0.0,-1.0,1.0,-0.5121951219512195,0.0,
2018-07-29,0.0,-0.2,1.0,-0.36363636363636365,-1.0,
2018-07-30,0.1111111111111111,-0.7333333333333333,0.6666666666666666,-0.5102040816326531,-0.5555555555555556,
2018-07-31,0.45454545454545453,0.06666666666666667,-1.0,-0.7538461538461538,-0.3333333333333333,
2018-08-01,,,,,-0.75,
2018-08-02,,,,-0.5625,-0.2727272727272727,
2018-08-03,-0.14285714285714285,-0.4,,-0.7464788732394366,-1.0,
2018-08-04,1.0,0.0,,-0.6190476190476191,-1.0,
2018-08-05,1.0,-0.2857142857142857,0.0,-0.5918367346938775,-0.6,
2018-08-06,-0.2,-0.3333333333333333,0.2,-0.4588235294117647,-0.7777777777777778,
2018-08-07,0.0,-1.0,,-0.7714285714285715,-0.14285714285714285,
2018-08-08,-0.6666666666666666,-0.8181818181818182,-0.7142857142857143,-0.6190476190476191,-0.45454545454545453,
2018-08-09,-1.0,-1.0,,-0.3333333333333333,-0.2,
2018-08-10,-1.0,-0.5,-1.0,-0.5102040816326531,-0.45454545454545453,
2018-08-11,0.2,-0.5384615384615384,0.0,-0.5151515151515151,-1.0,
2018-08-12,,,,-0.5294117647058824,-1.0,
2018-08-13,-0.75,0.42857142857142855,-0.1111111111111111,-0.7818181818181819,-0.6666666666666666,
2018-08-14,-0.09090909090909091,0.1111111111111111,0.0,-0.6842105263157895,-0.75,
2018-08-15,-0.3333333333333333,-0.6,-0.6363636363636364,-0.5357142857142857,-0.7777777777777778,
2018-08-16,-0.6666666666666666,-0.5555555555555556,0.0,-0.7241379310344828,-1.0,
2018-08-17,-0.5555555555555556,-0.75,-0.5,-0.7692307692307693,-0.45454545454545453,
2018-08-18,,-1.0,,-0.3333333333333333,-1.0,
2018-08-19,,-1.0,0.3333333333333333,-0.6666666666666666,-1.0,
2018-08-20,-0.42857142857142855,-0.6666666666666666,0.0,-0.6271186440677966,-0.8,
2018-08-21,-0.5,-0.4,0.0,-0.6065573770491803,-0.8461538461538461,
2018-08-22,-0.7142857142857143,-0.6,-0.2,-0.5789473684210527,-0.8181818181818182,
2018-08-23,0.0,-0.5,-1.0,-0.7230769230769231,-0.5714285714285714,
2018-08-24,-1.0,-0.7142857142857143,0.3333333333333333,-0.6451612903225806,-0.6666666666666666,
2018-08-25,,-0.5,-1.0,-0.7142857142857143,-1.0,
2018-08-26,1.0,,-1.0,-0.5333333333333333,,
2018-08-27,-1.0,-0.6923076923076923,0.2,-0.7096774193548387,-0.3333333333333333,
2018-08-28,-1.0,-0.8,0.5,-0.8,-0.6363636363636364,
2018-08-29,0.3333333333333333,-0.1111111111111111,-0.3333333333333333,-0.6065573770491803,-0.8333333333333334,
2018-08-30,-0.4666666666666667,-0.38461538461538464,0.2,-0.7922077922077922,-0.6363636363636364,
2018-08-31,-0.4,-0.6666666666666666,0.0,-0.8507462686567164,-0.42857142857142855,
2018-09-01,,,,,-0.3333333333333333,
2018-09-02,,,,-0.582089552238806,-1.0,
2018-09-03,0.6666666666666666,0.07692307692307693,,-0.6307692307692307,-0.3333333333333333,
2018-09-04,0.75,-0.14285714285714285,,-0.5,-0.5,
2018-09-05,0.3333333333333333,0.2,-1.0,-0.5692307692307692,-0.5555555555555556,
2018-09-06,,0.0,,-0.05555555555555555,-0.8,
2018-09-07,-0.8181818181818182,-0.75,-0.5,-0.6206896551724138,-0.75,
2018-09-08,-0.25,-0.6666666666666666,-0.6666666666666666,-0.4603174603174603,-1.0,
2018-09-09,,-1.0,,-0.5135135135135135,-0.6666666666666666,
2018-09-10,-0.4,0.16666666666666666,0.14285714285714285,-0.6615384615384615,-0.7777777777777778,
2018-09-11,-0.14285714285714285,-0.5,0.3333333333333333,-0.6981132075471698,-0.3333333333333333,
2018-09-12,-1.0,-1.0,,-0.4375,-0.3333333333333333,
2018-09-13,-0.2222222222222222,-0.6363636363636364,1.0,-0.475,-0.5555555555555556,
2018-09-14,0.0,-0.5,0.0,-0.6666666666666666,0.0,
2018-09-15,,-1.0,1.0,-0.8333333333333334,-1.0,
2018-09-16,,-0.5,0.0,-0.3793103448275862,-1.0,
2018-09-17,-0.45454545454545453,-0.3333333333333333,0.3333333333333333,-0.589041095890411,-0.8461538461538461,
2018-09-18,-0.06666666666666667,0.0,0.0,-0.5588235294117647,-0.5,
2018-09-19,-1.0,-0.4,-0.3333333333333333,-0.5789473684210527,-0.8,
2018-09-20,-0.2,-0.6666666666666666,0.0,-0.4594594594594595,-0.6666666666666666,
2018-09-21,-0.6666666666666666,-0.6,0.0,-0.6721311475409836,-0.8333333333333334,
2018-09-22,-1.0,-0.5,,-0.5625,0.0,
2018-09-23,,0.0,-1.0,-0.4,-1.0,
2018-09-24,-0.7777777777777778,-0.3333333333333333,-0.3333333333333333,-0.582089552238806,-1.0,
2018-09-25,-0.1111111111111111,-0.6,,-0.7101449275362319,-0.7142857142857143,
2018-09-26,-0.3333333333333333,-0.7142857142857143,1.0,-0.6811594202898551,-0.45454545454545453,
2018-09-27,0.2,-0.25,0.0,-0.5652173913043478,-0.5384615384615384,
2018-09-28,-1.0,-0.6666666666666666,-0.2727272727272727,-0.5862068965517241,-0.5,
2018-09-29,0.0,1.0,-1.0,-0.42857142857142855,-1.0,
2018-09-30,1.0,0.0,1.0,-0.5882352941176471,-0.2,
2018-10-01,,,,,-0.5,
2018-10-02,,,,-0.6190476190476191,-0.3333333333333333,
2018-10-03,,-1.0,,-0.5862068965517241,-0.7894736842105263,
2018-10-04,-0.5,-0.5294117647058824,,-0.5774647887323944,-0.07692307692307693,
2018-10-05,-0.14285714285714285,-0.75,0.3333333333333333,-0.6190476190476191,0.2857142857142857,
2018-10-06,-0.3333333333333333,-1.0,-1.0,-0.5757575757575758,1.0,
2018-10-07,-0.14285714285714285,-0.3333333333333333,0.75,-0.6,,
2018-10-08,0.0,-0.7142857142857143,-0.4,-0.7735849056603774,-0.42857142857142855,
2018-10-09,-0.6666666666666666,-0.3333333333333333,-0.6666666666666666,-0.6986301369863014,-0.4,
2018-10-10,-1.0,-0.6666666666666666,0.0,-0.631578947368421,-0.42857142857142855,
2018-10-11,,0.3333333333333333,,-0.4857142857142857,0.14285714285714285,
2018-10-12,-0.5294117647058824,-0.75,-0.3333333333333333,-0.7014925373134329,-0.75,
2018-10-13,-1.0,-1.0,,-0.41935483870967744,-1.0,
2018-10-14,1.0,,,-0.47619047619047616,-0.3333333333333333,
2018-10-15,-0.3333333333333333,-0.42857142857142855,1.0,-0.65625,-1.0,
2018-10-16,-1.0,-0.3333333333333333,-0.14285714285714285,-0.7108433734939759,-0.6470588235294118,
2018-10-17,0.0,-0.2,0.0,-0.8055555555555556,-0.8461538461538461,
2018-10-18,-0.25,-0.6363636363636364,-0.3333333333333333,-0.5802469135802469,-0.6470588235294118,
2018-10-19,0.2,-0.7777777777777778,-0.3333333333333333,-0.42105263157894735,-0.6666666666666666,
2018-10-20,,-1.0,,-0.4166666666666667,0.0,
2018-10-21,-1.0,-1.0,-1.0,-0.45454545454545453,-1.0,
2018-10-22,-1.0,-0.8,0.2,-0.6923076923076923,-0.6363636363636364,
2018-10-23,0.07692307692307693,-0.45454545454545453,-0.5,-0.49295774647887325,-0.625,
2018-10-24,0.6666666666666666,-0.2,0.2,-0.7777777777777778,-0.8571428571428571,
2018-10-25,-1.0,-0.6,0.2727272727272727,-0.6129032258064516,-0.7142857142857143,
2018-10-26,-0.75,-0.6666666666666666,-1.0,-0.7142857142857143,-0.6363636363636364,
2018-10-27,,-1.0,-1.0,-0.6129032258064516,-1.0,
2018-10-28,-0.3333333333333333,-0.3333333333333333,,-0.52,-1.0,
2018-10-29,-0.3333333333333333,-0.06666666666666667,0.0,-0.42857142857142855,-0.2,
2018-10-30,-0.2,-0.058823529411764705,0.2,-0.3442622950819672,-0.5,
2018-10-31,-0.45454545454545453,-0.2222222222222222,0.0,-0.6111111111111112,-0.5714285714285714,
2018-11-01,,,,,-0.7777777777777778,
2018-11-02,,,,-0.4375,-0.8461538461538461,
2018-11-03,,-1.0,,-0.5172413793103449,,
2018-11-04,0.0,-0.75,,-0.7307692307692307,-0.6666666666666666,
2018-11-05,-0.6666666666666666,-0.3333333333333333,-1.0,-0.7241379310344828,-0.5714285714285714,
2018-11-06,-0.42857142857142855,-0.2727272727272727,0.3333333333333333,-0.8367346938775511,0.047619047619047616,
2018-11-07,0.0,-0.6,0.0,-0.6333333333333333,-0.1794871794871795,
2018-11-08,,0.3333333333333333,,-0.6,-0.5,
2018-11-09,0.3333333333333333,-0.14285714285714285,-0.2,-0.55,-1.0,
2018-11-10,-0.42857142857142855,-0.7777777777777778,0.3333333333333333,-0.5142857142857142,-1.0,
2018-11-11,-1.0,,,-0.5416666666666666,-1.0,
2018-11-12,-0.8,-0.6363636363636364,-0.6666666666666666,-0.5873015873015873,0.0,
2018-11-13,-0.25,-0.2,1.0,-0.6470588235294118,-0.5294117647058824,
2018-11-14,-1.0,-1.0,0.0,-0.5714285714285714,-0.5714285714285714,
2018-11-15,-0.3333333333333333,-0.5,-0.14285714285714285,-0.5238095238095238,-0.1111111111111111,
2018-11-16,0.0,-0.8461538461538461,0.0,-0.49019607843137253,-0.42857142857142855,
2018-11-17,,,,-0.7241379310344828,1.0,
2018-11-18,0.0,0.0,,-0.5625,0.0,
2018-11-19,-0.6666666666666666,-0.75,0.3333333333333333,-0.7407407407407407,-0.5,
2018-11-20,-0.5789473684210527,-0.375,1.0,-0.7352941176470589,-1.0,
2018-11-21,-0.5555555555555556,-0.4,0.5,-0.6764705882352942,-0.42857142857142855,
2018-11-22,-0.5,-0.6,1.0,-0.78125,-1.0,
2018-11-23,0.2,-0.6666666666666666,-1.0,-0.5882352941176471,-1.0,
2018-11-24,1.0,,,-0.6666666666666666,-1.0,
2018-11-25,1.0,-1.0,,-0.5675675675675675,-1.0,
2018-11-26,-0.1111111111111111,-0.6,-0.3333333333333333,-0.6571428571428571,-0.8181818181818182,
2018-11-27,-0.5555555555555556,-0.6923076923076923,-0.7777777777777778,-0.4098360655737705,-0.2631578947368421,
2018-11-28,0.0,-0.6666666666666666,0.0,-0.4722222222222222,-0.75,
2018-11-29,-0.5,-0.6363636363636364,-1.0,-0.6164383561643836,-0.6363636363636364,
2018-11-30,0.0,-0.7142857142857143,1.0,-0.5,-0.7142857142857143,
2018-12-01,,,,,-0.5,
2018-12-02,,,,-0.7662337662337663,0.0,
2018-12-03,0.2,-0.3333333333333333,,-0.7027027027027027,-1.0,
2018-12-04,-1.0,-0.5294117647058824,-0.6,-0.6721311475409836,-0.6,
2018-12-05,,0.0,1.0,-0.40540540540540543,-0.5555555555555556,
2018-12-06,0.0,-0.6,-0.5,-0.5849056603773585,-0.5384615384615384,
2018-12-07,0.5555555555555556,-0.7777777777777778,-0.5,-0.6,-0.8333333333333334,
2018-12-08,-1.0,-1.0,-1.0,-0.7368421052631579,-1.0,
2018-12-09,-0.5714285714285714,-0.7142857142857143,-0.6363636363636364,-0.6458333333333334,-1.0,
2018-12-10,-0.14285714285714285,-0.8181818181818182,0.5,-0.725,-0.14285714285714285,
2018-12-11,-0.8571428571428571,-1.0,-1.0,-0.6271186440677966,-0.6923076923076923,
2018-12-12,0.0,0.2,1.0,-0.5522388059701493,-0.5384615384615384,
2018-12-13,-0.3333333333333333,-0.7142857142857143,0.0,-0.620253164556962,-1.0,
2018-12-14,-0.7142857142857143,-0.5,-0.6,-0.76,-0.8666666666666667,
2018-12-15,,,,-0.7297297297297297,-1.0,
2018-12-16,1.0,0.0,,-0.8181818181818182,-1.0,
2018-12-17,-1.0,-0.5,-1.0,-0.72,-0.3333333333333333,
2018-12-18,-0.5555555555555556,-0.23076923076923078,0.5,-0.6825396825396826,-0.42857142857142855,
2018-12-19,-1.0,-0.8,0.0,-0.6521739130434783,-0.5,
2018-12-20,-0.6666666666666666,-0.6923076923076923,0.2,-0.7215189873417721,-0.6666666666666666,
2018-12-21,-0.3333333333333333,-0.6,,-0.7567567567567568,-1.0,
2018-12-22,,0.0,,-0.5,-1.0,
2018-12-23,-1.0,-0.3333333333333333,-1.0,-0.625,-1.0,
2018-12-24,-1.0,-0.5,-1.0,-0.7142857142857143,-1.0,
2018-12-25,-1.0,,-1.0,-0.7241379310344828,-1.0,
2018-12-26,-1.0,0.3333333333333333,,-0.8235294117647058,-1.0,
2018-12-27,0.6,-0.3333333333333333,0.0,-0.6363636363636364,-1.0,
2018-12-28,-0.3333333333333333,-0.5,0.5,-0.8461538461538461,-1.0,
2018-12-29,,-1.0,,-0.8518518518518519,,
2018-12-30,,,,-0.5625,0.0,
2018-12-31,-0.2,-1.0,1.0,-0.4090909090909091,-1.0,
2019-01-01,0.0,1.0,,-0.7272727272727273,-1.0,
2019-01-02,-0.6666666666666666,0.0,-1.0,-0.6538461538461539,0.0,
2019-01-03,-1.0,1.0,-0.75,-0.5666666666666667,0.14285714285714285,
2019-01-04,-0.2,-1.0,-0.5,-0.4375,-0.6,
2019-01-05,-0.38461538461538464,-0.5,,-0.6896551724137931,1.0,
2019-01-06,,-1.0,,-0.5652173913043478,,
2019-01-07,-0.75,-0.5,-1.0,-0.5714285714285714,-1.0,
2019-01-08,-0.6,0.3333333333333333,1.0,-0.6956521739130435,-0.2,
2019-01-09,-0.3333333333333333,-1.0,,-0.5,-0.875,
2019-01-10,-0.42857142857142855,-0.8,0.2,-0.5064935064935064,-0.5294117647058824,
2019-01-11,-0.38461538461538464,-0.2,-1.0,-0.5294117647058824,-0.6,
