Date,AAPL,META,TSLA,World,Politics,Coronavirus
2019-01-12,,-1.0,1.0,-0.7241379310344828,-0.3333333333333333,
2019-01-13,,-1.0,,-0.5151515151515151,-0.3333333333333333,
2019-01-14,-0.6,-0.3333333333333333,0.0,-0.6585365853658537,-0.5714285714285714,
2019-01-15,-0.6,-0.5,-1.0,-0.8360655737704918,-0.7272727272727273,
2019-01-16,-0.3333333333333333,-0.5555555555555556,1.0,-0.6043956043956044,-0.625,
2019-01-17,-0.75,-0.8,-1.0,-0.5368421052631579,-0.6363636363636364,
2019-01-18,-0.5,-1.0,0.25,-0.7464788732394366,-0.8666666666666667,
2019-01-19,-1.0,-0.5,,-0.7142857142857143,-0.3333333333333333,
2019-01-20,-1.0,-0.6666666666666666,0.0,-0.6190476190476191,-1.0,
2019-01-21,-0.6666666666666666,-0.6,1.0,-0.7538461538461538,-1.0,
2019-01-22,-0.6923076923076923,-1.0,-0.14285714285714285,-0.7959183673469388,-0.625,
2019-01-23,-0.3333333333333333,-0.8,-0.6666666666666666,-0.4098360655737705,-0.38461538461538464,
2019-01-24,-0.6,-1.0,-1.0,-0.6,-0.7142857142857143,
2019-01-25,0.0,-1.0,,-0.6666666666666666,-0.5555555555555556,
2019-01-26,-1.0,1.0,,-0.6666666666666666,-1.0,
2019-01-27,0.0,1.0,1.0,-0.5882352941176471,0.0,
2019-01-28,-0.7777777777777778,-1.0,-1.0,-0.48717948717948717,-0.14285714285714285,
2019-01-29,-0.2631578947368421,-0.1111111111111111,0.0,-0.7916666666666666,-0.6,
2019-01-30,-0.6,-0.17647058823529413,0.14285714285714285,-0.673469387755102,-0.8333333333333334,
2019-01-31,-0.25,-0.4444444444444444,0.0,-0.4642857142857143,-0.7142857142857143,
2019-02-01,-0.375,-0.3333333333333333,-0.6666666666666666,-0.5813953488372093,-0.5714285714285714,
2019-02-02,1.0,,,-0.41935483870967744,-0.3333333333333333,
2019-02-03,-1.0,-1.0,-1.0,-0.13043478260869565,-1.0,
2019-02-04,-1.0,-0.8666666666666667,-1.0,-0.6666666666666666,-0.5555555555555556,
2019-02-05,-0.7777777777777778,-0.75,-0.5,-0.6538461538461539,-0.2857142857142857,
2019-02-06,,-0.3333333333333333,,-0.8,-0.7647058823529411,
2019-02-07,-0.6,-0.6,-0.3333333333333333,-0.7916666666666666,-0.375,
2019-02-08,-0.6923076923076923,-0.8333333333333334,-1.0,-0.7619047619047619,-0.23076923076923078,
2019-02-09,-0.2,-0.42857142857142855,,-0.5555555555555556,-0.3333333333333333,
2019-02-10,-1.0,-1.0,-0.5,-0.6271186440677966,-0.2,
2019-02-11,-0.3333333333333333,,,-0.9,-0.5555555555555556,
2019-02-12,-1.0,-0.6,-1.0,-0.6875,-0.5,
2019-02-13,-0.5555555555555556,-1.0,0.0,-0.7647058823529411,-0.6842105263157895,
2019-02-14,-0.7142857142857143,-0.42857142857142855,-1.0,-0.5161290322580645,-0.8461538461538461,
2019-02-15,-0.2,0.2,1.0,-0.5151515151515151,-0.5555555555555556,
2019-02-16,,,-1.0,-0.6571428571428571,-1.0,
2019-02-17,,-1.0,,-0.45454545454545453,-0.42857142857142855,
2019-02-18,0.3333333333333333,-1.0,-1.0,-0.7014925373134329,-0.42857142857142855,
2019-02-19,-0.5,-1.0,-0.3333333333333333,-0.6571428571428571,-0.4117647058823529,
2019-02-20,-0.2,-0.6363636363636364,-0.3333333333333333,-0.6444444444444445,-0.5555555555555556,
2019-02-21,-0.5,-1.0,-1.0,-0.76,-0.6363636363636364,
2019-02-22,-0.5,0.0,0.5,-0.6,-0.5,
2019-02-23,-1.0,-1.0,,-0.8888888888888888,-0.3333333333333333,
2019-02-24,1.0,1.0,,-0.7391304347826086,-1.0,
2019-02-25,-0.25,-0.3333333333333333,-1.0,-0.5161290322580645,-0.6363636363636364,
2019-02-26,-0.3333333333333333,0.0,-1.0,-0.4838709677419355,-0.6842105263157895,
2019-02-27,-0.5,-0.2,0.0,-0.6883116883116883,-0.7894736842105263,
2019-02-28,0.0,-1.0,,-0.5666666666666667,-0.47368421052631576,
2019-03-01,-0.6744186046511628,-0.3333333333333333,-0.3333333333333333,-0.7777777777777778,-0.8,
2019-03-02,,-1.0,,-0.5833333333333334,-0.2,
2019-03-03,0.0,-1.0,-1.0,-0.5789473684210527,0.0,
2019-03-04,-0.5,0.0,0.0,-0.5862068965517241,-0.8333333333333334,
2019-03-05,-0.3333333333333333,0.3333333333333333,-0.14285714285714285,-0.40298507462686567,-0.6470588235294118,
2019-03-06,-0.6363636363636364,-0.5454545454545454,,-0.56,-0.6,
2019-03-07,0.3333333333333333,-0.7142857142857143,-0.25,-0.673469387755102,-0.3333333333333333,
2019-03-08,,-1.0,-1.0,-0.6,-0.7777777777777778,
2019-03-09,-1.0,-0.3333333333333333,-1.0,-0.6285714285714286,-1.0,
2019-03-10,-1.0,-0.8,-0.7142857142857143,-0.59375,-0.5,
2019-03-11,0.0,0.3333333333333333,,-0.5833333333333334,-0.2727272727272727,
2019-03-12,-0.3333333333333333,-0.25,-0.5,-0.6216216216216216,-0.5,
2019-03-13,-1.0,-1.0,-1.0,-0.5609756097560976,-0.5,
2019-03-14,-0.42857142857142855,-0.625,0.2,-0.6853932584269663,-0.6,
2019-03-15,0.0,-0.4666666666666667,-0.3333333333333333,-0.7590361445783133,-0.7777777777777778,
2019-03-16,-1.0,-1.0,,-0.6470588235294118,,
2019-03-17,,-1.0,,-0.8,-0.3333333333333333,
2019-03-18,-0.3333333333333333,0.1111111111111111,-1.0,-0.7317073170731707,-0.6666666666666666,
2019-03-19,-0.3333333333333333,-0.5,0.3333333333333333,-0.7948717948717948,-0.6190476190476191,
2019-03-20,0.0,-0.75,-0.3333333333333333,-0.43243243243243246,-0.7777777777777778,
2019-03-21,0.09090909090909091,-0.8333333333333334,-0.2,-0.5405405405405406,-0.8,
2019-03-22,-0.7142857142857143,-0.6,-0.5,-0.6626506024096386,-0.6,
2019-03-23,1.0,,,-0.6774193548387096,-0.6666666666666666,
2019-03-24,-1.0,1.0,1.0,-0.6153846153846154,-1.0,
2019-03-25,-0.09090909090909091,-1.0,-1.0,-0.6949152542372882,-0.38461538461538464,
2019-03-26,-0.8,-1.0,0.0,-0.6842105263157895,-1.0,
2019-03-27,-0.2,-0.45454545454545453,-1.0,-0.5254237288135594,-0.8181818181818182,
2019-03-28,-0.5,-0.75,-1.0,-0.6046511627906976,-0.5384615384615384,
2019-03-29,0.3333333333333333,0.0,0.3333333333333333,-0.46938775510204084,-0.7777777777777778,
2019-03-30,-1.0,-1.0,-1.0,-0.7647058823529411,-1.0,
2019-03-31,-0.3333333333333333,,-1.0,-0.6875,-1.0,
2019-04-01,-0.23809523809523808,-0.14285714285714285,-0.42857142857142855,-0.673469387755102,-0.875,
2019-04-02,-0.5,-0.7142857142857143,-0.3333333333333333,-0.5272727272727272,-0.38461538461538464,
2019-04-03,0.3333333333333333,-0.6666666666666666,-0.7142857142857143,-0.5185185185185185,-0.8333333333333334,
2019-04-04,-0.42857142857142855,-0.3684210526315789,-0.45454545454545453,-0.65625,-0.8,
2019-04-05,1.0,-1.0,,-0.7419354838709677,-0.6666666666666666,
2019-04-06,-0.42857142857142855,-1.0,0.3333333333333333,-0.6176470588235294,-1.0,
2019-04-07,0.0,-0.42857142857142855,,-0.6,0.0,
2019-04-08,,-1.0,,-0.7142857142857143,-0.38461538461538464,
2019-04-09,-0.6,-0.5,0.3333333333333333,-0.5692307692307692,-0.7647058823529411,
2019-04-10,-0.2,-0.4,-1.0,-0.6190476190476191,-0.7142857142857143,
2019-04-11,0.2,-0.14285714285714285,,-0.6296296296296297,-0.6190476190476191,
2019-04-12,-0.2,-0.45454545454545453,0.0,-0.6060606060606061,-0.7142857142857143,
2019-04-13,,,,-0.5,-0.5,
2019-04-14,,-0.5,,-0.3125,-0.6666666666666666,
2019-04-15,0.0,-1.0,0.0,-0.7407407407407407,-0.4,
2019-04-16,-1.0,-0.2,0.0,-0.5471698113207547,-0.6,
2019-04-17,-0.09090909090909091,-0.3333333333333333,0.5,-0.543859649122807,0.0,
2019-04-18,-1.0,-0.5,-0.2,-0.6271186440677966,-0.4,
2019-04-19,-0.3333333333333333,-1.0,1.0,-0.4222222222222222,-0.7142857142857143,
2019-04-20,,-1.0,,-0.4838709677419355,,
2019-04-21,-1.0,0.0,1.0,-0.38461538461538464,-1.0,
2019-04-22,-1.0,-0.6,-0.2,-0.7333333333333333,-0.14285714285714285,
2019-04-23,0.25,-0.2857142857142857,-0.2,-0.47692307692307695,-0.391304347826087,
2019-04-24,0.14285714285714285,0.2,-0.7142857142857143,-0.589041095890411,-0.7777777777777778,
2019-04-25,0.0,-0.7,-0.3333333333333333,-0.543859649122807,-0.2727272727272727,
2019-04-26,-0.3333333333333333,-1.0,-1.0,-0.39622641509433965,-0.5,
2019-04-27,,,,-0.7777777777777778,0.0,
2019-04-28,1.0,-1.0,,-0.5897435897435898,-0.5,
2019-04-29,0.5,-0.25,0.0,-0.660377358490566,-0.38461538461538464,
2019-04-30,-0.1111111111111111,-0.7142857142857143,-0.3333333333333333,-0.6875,-0.5789473684210527,
2019-05-01,,1.0,,-0.5238095238095238,-0.8181818181818182,
2019-05-02,0.0,-0.42857142857142855,1.0,-0.4098360655737705,-0.6666666666666666,
2019-05-03,-0.3333333333333333,-0.2,-0.2,-0.5714285714285714,-0.45454545454545453,
2019-05-04,-1.0,0.2,0.0,-0.7254901960784313,-1.0,
2019-05-05,,-1.0,,-0.6842105263157895,1.0,
2019-05-06,-0.2,-0.7777777777777778,-1.0,-0.32,-0.7777777777777778,
2019-05-07,-1.0,-0.6666666666666666,1.0,-0.6595744680851063,-0.7142857142857143,
2019-05-08,-0.7777777777777778,-0.3333333333333333,-0.3333333333333333,-0.7419354838709677,-0.5,
2019-05-09,-0.3333333333333333,-1.0,-1.0,-0.7377049180327869,-0.625,
2019-05-10,-1.0,-0.75,-0.3333333333333333,-0.7142857142857143,-0.8,
2019-05-11,0.0,0.0,-0.5,-0.6842105263157895,-0.3333333333333333,
2019-05-12,-0.2727272727272727,-0.3333333333333333,-1.0,-0.5666666666666667,-1.0,
2019-05-13,-0.6666666666666666,-1.0,-1.0,-0.7735849056603774,0.0,
2019-05-14,0.14285714285714285,-1.0,0.3333333333333333,-0.8723404255319149,-0.29411764705882354,
2019-05-15,-0.2,-0.09090909090909091,-0.1111111111111111,-0.673469387755102,-0.8,
2019-05-16,0.42857142857142855,-0.1111111111111111,0.6,-0.9117647058823529,-0.3684210526315789,
2019-05-17,1.0,-0.75,-1.0,-0.6153846153846154,-0.6,
2019-05-18,,0.0,,-0.35294117647058826,-0.3333333333333333,
2019-05-19,,1.0,,-0.6129032258064516,-0.5,
2019-05-20,-0.7333333333333333,-0.6363636363636364,-1.0,-0.6,-0.4117647058823529,
2019-05-21,-0.6,-1.0,-1.0,-0.7288135593220338,-0.6666666666666666,
2019-05-22,-0.1111111111111111,-0.14285714285714285,-0.3333333333333333,-0.5517241379310345,-0.6842105263157895,
2019-05-23,-1.0,-0.3333333333333333,-0.7142857142857143,-0.48,-0.6666666666666666,
2019-05-24,-1.0,-0.5714285714285714,-1.0,-0.44,-0.8181818181818182,
2019-05-25,1.0,-0.3333333333333333,1.0,-0.6666666666666666,-1.0,
2019-05-26,,-1.0,,-0.4166666666666667,-1.0,
2019-05-27,,0.0,-1.0,-0.6153846153846154,,
2019-05-28,-0.3333333333333333,-0.25,-0.6,-0.6410256410256411,-0.75,
2019-05-29,-0.6666666666666666,-0.7142857142857143,0.0,-0.5211267605633803,-0.3333333333333333,
2019-05-30,-1.0,-0.3333333333333333,-0.3333333333333333,-0.7931034482758621,-1.0,
2019-05-31,-0.6,-0.3333333333333333,-1.0,-0.5666666666666667,-0.3333333333333333,
2019-06-01,-0.3333333333333333,,1.0,-0.5263157894736842,-1.0,
2019-06-02,0.0,-1.0,-0.3333333333333333,-0.7090909090909091,-0.5,
2019-06-03,-0.42857142857142855,-1.0,-0.1111111111111111,-0.7402597402597403,-0.7777777777777778,
2019-06-04,,-1.0,-1.0,-0.8181818181818182,-0.5384615384615384,
2019-06-05,-1.0,-0.75,-0.3333333333333333,-0.6785714285714286,-0.75,
2019-06-06,0.0,-0.8,-0.5,-0.4461538461538462,-0.2,
2019-06-07,,-0.2,,-0.4074074074074074,-1.0,
2019-06-08,-0.25,-0.6666666666666666,0.0,-0.9591836734693877,-1.0,
2019-06-09,0.3333333333333333,-0.42857142857142855,,-0.5254237288135594,-0.3333333333333333,
2019-06-10,-0.3333333333333333,-1.0,,-0.6923076923076923,-0.7777777777777778,
2019-06-11,-0.3333333333333333,-0.7777777777777778,0.3333333333333333,-0.5737704918032787,-0.25,
2019-06-12,0.2,-1.0,-0.2,-0.36666666666666664,-0.5384615384615384,
2019-06-13,-0.2,-0.6363636363636364,-1.0,-0.6296296296296297,-0.5384615384615384,
2019-06-14,-1.0,-0.07692307692307693,-1.0,-0.5254237288135594,-0.7777777777777778,
2019-06-15,,,,-0.8518518518518519,-0.3333333333333333,
2019-06-16,,-0.3333333333333333,,-0.5897435897435898,,
2019-06-17,-1.0,-0.1111111111111111,-0.3333333333333333,-0.5217391304347826,-0.42857142857142855,
2019-06-18,0.0,-0.4074074074074074,-0.3333333333333333,-0.4909090909090909,-0.4444444444444444,
2019-06-19,-0.3333333333333333,-0.23076923076923078,0.0,-0.7857142857142857,-0.3684210526315789,
2019-06-20,-0.2,-0.4,-1.0,-0.5757575757575758,-0.6666666666666666,
2019-06-21,-1.0,-0.7647058823529411,-1.0,-0.6956521739130435,-0.6363636363636364,
2019-06-22,1.0,-1.0,1.0,-0.4166666666666667,-1.0,
2019-06-23,-1.0,-1.0,,-0.5625,-0.7777777777777778,
2019-06-24,-1.0,-0.7,-1.0,-0.7692307692307693,-0.1111111111111111,
2019-06-25,-1.0,-0.5384615384615384,-0.3333333333333333,-0.6721311475409836,-0.2,
2019-06-26,-0.75,-0.6363636363636364,-1.0,-0.41935483870967744,-0.6,
2019-06-27,-0.6,-0.6,-1.0,-0.49333333333333335,-0.5789473684210527,
2019-06-28,0.1111111111111111,-0.5555555555555556,-1.0,-0.6363636363636364,-0.2,
2019-06-29,,0.3333333333333333,,-0.6410256410256411,-1.0,
2019-06-30,,-0.42857142857142855,,-0.6875,-1.0,
2019-07-01,0.0,-0.1111111111111111,-0.5,-0.7727272727272727,-0.5,
2019-07-02,-1.0,-0.7777777777777778,-1.0,-0.47540983606557374,-0.1111111111111111,
2019-07-03,-1.0,0.0,-0.42857142857142855,-0.5106382978723404,-0.38461538461538464,
2019-07-04,,-1.0,-1.0,-0.5625,-1.0,
2019-07-05,-0.2,0.14285714285714285,-1.0,-0.696969696969697,-0.42857142857142855,
2019-07-06,-0.6,-0.6363636363636364,-1.0,-0.6326530612244898,1.0,
2019-07-07,,-1.0,,-0.5172413793103449,-0.3333333333333333,
2019-07-08,-1.0,-1.0,-1.0,-0.6296296296296297,-0.75,
2019-07-09,0.3333333333333333,,,-0.3103448275862069,-0.5555555555555556,
2019-07-10,-1.0,-1.0,0.0,-0.4782608695652174,-0.7333333333333333,
2019-07-11,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.5409836065573771,-0.2857142857142857,
2019-07-12,1.0,-1.0,-1.0,-0.5833333333333334,-0.8181818181818182,
2019-07-13,,,,-0.5625,-0.3333333333333333,
2019-07-14,,-1.0,,-0.7692307692307693,-1.0,
2019-07-15,-0.6,-0.2222222222222222,-0.2,-0.5833333333333334,-0.2631578947368421,
2019-07-16,-0.2,-0.5555555555555556,-1.0,-0.6521739130434783,-0.4444444444444444,
2019-07-17,0.09090909090909091,-0.375,-1.0,-0.6231884057971014,-0.3333333333333333,
2019-07-18,-0.4,-0.375,0.0,-0.5463917525773195,-0.5555555555555556,
2019-07-19,-0.6,-0.7142857142857143,,-0.5333333333333333,-0.6666666666666666,
2019-07-20,-1.0,1.0,,-0.6774193548387096,-1.0,
2019-07-21,1.0,-0.3333333333333333,,-0.5,-1.0,
2019-07-22,-1.0,-0.3333333333333333,-1.0,-0.5806451612903226,-0.3333333333333333,
2019-07-23,-0.25,-0.17647058823529413,1.0,-0.4909090909090909,-0.42857142857142855,
2019-07-24,-0.45454545454545453,-0.5,-0.2,-0.4642857142857143,-0.4666666666666667,
2019-07-25,0.09090909090909091,-0.2857142857142857,-0.1111111111111111,-0.5076923076923077,-0.6923076923076923,
2019-07-26,-1.0,-0.8,-0.3333333333333333,-0.6981132075471698,-0.42857142857142855,
2019-07-27,1.0,-0.5,,-0.625,-1.0,
2019-07-28,1.0,-1.0,,-0.7435897435897436,-0.6,
2019-07-29,0.3333333333333333,-0.7142857142857143,0.0,-0.5357142857142857,-0.4,
2019-07-30,-0.2727272727272727,-1.0,,-0.8545454545454545,-0.7142857142857143,
2019-07-31,-0.29411764705882354,0.0,0.0,-0.5833333333333334,-0.2727272727272727,
2019-08-01,-0.7142857142857143,0.0,-0.6666666666666666,-0.7297297297297297,-0.5238095238095238,
2019-08-02,-1.0,-1.0,-1.0,-0.7333333333333333,-0.6,
2019-08-03,-1.0,-0.75,-0.3333333333333333,-0.5581395348837209,-1.0,
2019-08-04,-0.25,-0.45454545454545453,0.3333333333333333,-0.5942028985507246,,
2019-08-05,-0.3333333333333333,-1.0,-0.5,-0.6271186440677966,-0.6666666666666666,
2019-08-06,1.0,0.3333333333333333,,-0.48148148148148145,-0.4666666666666667,
2019-08-07,-0.5555555555555556,-0.5555555555555556,0.0,-0.76,-0.5,
2019-08-08,-0.5,0.0,0.0,-0.863013698630137,-0.6363636363636364,
2019-08-09,1.0,-1.0,,-0.7368421052631579,-0.5555555555555556,
2019-08-10,-1.0,-0.6,-1.0,-0.6388888888888888,0.0,
2019-08-11,-0.3333333333333333,0.0,0.3333333333333333,-0.72,-1.0,
2019-08-12,-1.0,1.0,,-0.4782608695652174,-1.0,
2019-08-13,-0.6,-0.3333333333333333,-0.3333333333333333,-0.5384615384615384,-1.0,
2019-08-14,-1.0,-0.7777777777777778,-0.3333333333333333,-0.78125,-0.8333333333333334,
2019-08-15,0.0,-0.6,,-0.5636363636363636,-0.8,
2019-08-16,-1.0,0.0,0.0,-0.6444444444444445,-0.7142857142857143,
2019-08-17,,,,-0.7391304347826086,1.0,
2019-08-18,,,,-0.5263157894736842,-1.0,
2019-08-19,-0.2,-0.8181818181818182,-1.0,-0.5428571428571428,,
2019-08-20,-0.1111111111111111,-0.3333333333333333,-1.0,-0.7368421052631579,-0.75,
2019-08-21,0.7142857142857143,-0.09090909090909091,0.6,-0.7611940298507462,-0.75,
2019-08-22,0.0,-0.3333333333333333,-0.3333333333333333,-0.5555555555555556,-1.0,
2019-08-23,-0.6,-0.09090909090909091,-0.2,-0.5942028985507246,-0.2,
2019-08-24,,-0.3333333333333333,,-0.7777777777777778,1.0,
2019-08-25,,-1.0,1.0,-0.7073170731707317,-1.0,
2019-08-26,0.0,-0.75,-0.6,-0.8095238095238095,-0.75,
2019-08-27,-0.6666666666666666,-0.3333333333333333,0.5,-0.6774193548387096,-1.0,
2019-08-28,0.2,-0.4,0.0,-0.75,-0.8181818181818182,
2019-08-29,-0.2727272727272727,-0.42857142857142855,-0.3333333333333333,-0.4782608695652174,-0.625,
2019-08-30,-0.5,-1.0,-1.0,-0.5882352941176471,0.0,
2019-08-31,-1.0,0.0,,-0.45454545454545453,-1.0,
2019-09-01,-0.3333333333333333,-0.14285714285714285,0.3333333333333333,-0.7066666666666667,-1.0,
2019-09-02,,0.0,-1.0,-0.6666666666666666,-1.0,
2019-09-03,,-1.0,,-1.0,-0.1111111111111111,
2019-09-04,-0.6,-0.8,,-0.6551724137931034,-0.2,
2019-09-05,-1.0,-0.45454545454545453,,-0.6981132075471698,-0.6,
2019-09-06,-1.0,-1.0,,-0.8518518518518519,-1.0,
2019-09-07,-0.75,-0.4,-1.0,-0.7543859649122807,-0.5,
2019-09-08,-1.0,-0.6666666666666666,,-0.7090909090909091,-1.0,
2019-09-09,-0.6666666666666666,-1.0,-1.0,-0.6078431372549019,-0.875,
2019-09-10,-0.75,-0.5,-0.3333333333333333,-0.3972602739726027,-0.6923076923076923,
2019-09-11,,1.0,-1.0,-0.3076923076923077,-0.4666666666666667,
2019-09-12,-0.6,-1.0,-1.0,-0.6615384615384615,-1.0,
2019-09-13,-0.6923076923076923,-0.5555555555555556,-0.2,-0.6071428571428571,0.25,
2019-09-14,-1.0,-1.0,,-0.9166666666666666,,
2019-09-15,1.0,-1.0,,-0.625,-1.0,
2019-09-16,-0.25,-0.2,-1.0,-0.5185185185185185,-0.7142857142857143,
2019-09-17,0.0,-0.5555555555555556,1.0,-0.6774193548387096,-0.2,
2019-09-18,-0.8181818181818182,-0.6666666666666666,1.0,-0.7037037037037037,-0.6363636363636364,
2019-09-19,0.0,-0.3333333333333333,0.2,-0.6417910447761194,-0.23076923076923078,
2019-09-20,-0.09090909090909091,-0.16666666666666666,-0.3333333333333333,-0.5254237288135594,0.0,
2019-09-21,-1.0,0.0,,-0.5454545454545454,0.0,
2019-09-22,,1.0,,-0.75,-1.0,
2019-09-23,-0.3333333333333333,-0.14285714285714285,-1.0,-0.7377049180327869,-0.75,
2019-09-24,-0.1111111111111111,-0.75,-0.6,-0.6,-0.7142857142857143,
2019-09-25,-0.3333333333333333,-0.5555555555555556,-0.6,-0.6716417910447762,-0.6,
2019-09-26,-0.5,0.0,-0.5,-0.6,-0.6,
2019-09-27,-0.6666666666666666,-0.4,-1.0,-0.8604651162790697,-0.6666666666666666,
2019-09-28,,,,-0.6296296296296297,-0.6,
2019-09-29,,,,-0.8787878787878788,-0.3333333333333333,
2019-09-30,-0.6666666666666666,-1.0,-1.0,-0.7288135593220338,-0.7142857142857143,
2019-10-01,-0.7142857142857143,-0.3333333333333333,-0.3333333333333333,-0.6507936507936508,-0.45454545454545453,
2019-10-02,,,,-0.7142857142857143,-0.625,
2019-10-03,,-1.0,,-0.8787878787878788,-0.6,
2019-10-04,-0.5,-0.6666666666666666,0.0,-0.6,-0.2,
2019-10-05,-0.6,-0.5,-1.0,-0.6363636363636364,-1.0,
2019-10-06,0.14285714285714285,-0.14285714285714285,0.0,-0.7,-0.3333333333333333,
2019-10-07,-0.14285714285714285,-0.2,-1.0,-0.4925373134328358,-0.8,
2019-10-08,,-1.0,,-0.8,-0.8461538461538461,
2019-10-09,-0.375,-0.45454545454545453,0.0,-0.6756756756756757,-0.3333333333333333,
2019-10-10,-0.2,-0.5,-1.0,-0.6417910447761194,-0.6363636363636364,
2019-10-11,-1.0,0.0,,-0.5454545454545454,-0.8181818181818182,
2019-10-12,-0.38461538461538464,-0.23076923076923078,1.0,-0.5294117647058824,-0.6,
2019-10-13,,-1.0,,-0.25925925925925924,-1.0,
2019-10-14,-0.5,-0.75,-1.0,-0.4603174603174603,-0.5,
2019-10-15,0.25,-0.2857142857142857,1.0,-0.5903614457831325,-0.3333333333333333,
2019-10-16,-0.75,-0.25,-1.0,-0.4375,-0.5714285714285714,
2019-10-17,0.09090909090909091,-0.4666666666666667,-0.3333333333333333,-0.68,-0.8333333333333334,
2019-10-18,-0.5,-0.8,-0.3333333333333333,-0.4583333333333333,-0.2727272727272727,
2019-10-19,,,1.0,-0.875,-0.2,
2019-10-20,,-0.3333333333333333,,-0.6470588235294118,-1.0,
2019-10-21,0.0,-0.3333333333333333,-1.0,-0.5833333333333334,-0.7142857142857143,
2019-10-22,-0.25,-0.8888888888888888,0.0,-0.4782608695652174,-0.5555555555555556,
2019-10-23,0.0,-0.14285714285714285,0.0,-0.6470588235294118,-0.7777777777777778,
2019-10-24,0.2,0.0,0.23076923076923078,-0.42857142857142855,-0.6363636363636364,
2019-10-25,0.2,-0.5,-0.3333333333333333,-0.6981132075471698,-0.23076923076923078,
2019-10-26,,0.2,1.0,-0.6842105263157895,-1.0,
2019-10-27,,-1.0,-1.0,-0.5121951219512195,-0.3333333333333333,
2019-10-28,0.16666666666666666,-0.2,1.0,-0.76,-0.14285714285714285,
2019-10-29,-0.3333333333333333,-0.6666666666666666,0.0,-0.8260869565217391,-0.8571428571428571,
2019-10-30,0.09090909090909091,-0.7333333333333333,-0.3333333333333333,-0.6842105263157895,-0.3333333333333333,
2019-10-31,-0.5,-0.3333333333333333,1.0,-0.7543859649122807,0.25,
2019-11-01,-0.09090909090909091,-1.0,-1.0,-0.7407407407407407,-0.8666666666666667,
2019-11-02,-0.5,-0.3333333333333333,-0.6,-0.5862068965517241,-0.5,
2019-11-03,-1.0,-1.0,-0.5,-0.625,-0.3333333333333333,
2019-11-04,0.0,-0.8,-0.2,-0.7254901960784313,-0.4,
2019-11-05,,-1.0,1.0,-0.7777777777777778,-0.5,
2019-11-06,-0.3333333333333333,-0.5,1.0,-0.7352941176470589,-0.5,
2019-11-07,-0.3333333333333333,-0.36363636363636365,1.0,-0.4492753623188406,-0.5555555555555556,
2019-11-08,,0.5,0.0,-0.6774193548387096,-0.3333333333333333,
2019-11-09,-0.09090909090909091,-0.7777777777777778,0.0,-0.6111111111111112,-1.0,
2019-11-10,0.0,-0.45454545454545453,0.3333333333333333,-0.7049180327868853,,
2019-11-11,-0.25,-0.7777777777777778,-1.0,-0.48484848484848486,-0.6,
2019-11-12,-0.3333333333333333,-0.7142857142857143,0.3333333333333333,-0.7288135593220338,0.0,
2019-11-13,0.0,-0.7777777777777778,0.3333333333333333,-0.78125,-1.0,
2019-11-14,0.0,0.3333333333333333,-0.3333333333333333,-0.5588235294117647,-0.3333333333333333,
2019-11-15,-0.7142857142857143,-0.45454545454545453,1.0,-0.6666666666666666,-0.4117647058823529,
2019-11-16,,-1.0,,-0.6,0.0,
2019-11-17,0.0,-1.0,,-0.7142857142857143,-0.2,
2019-11-18,-0.3333333333333333,0.0,0.3333333333333333,-0.6949152542372882,-0.2,
2019-11-19,0.0,0.0,1.0,-0.5802469135802469,-0.23076923076923078,
2019-11-20,-0.7142857142857143,-0.42857142857142855,0.3333333333333333,-0.5324675324675324,-0.3333333333333333,
2019-11-21,-0.6666666666666666,-1.0,-0.2,-0.6111111111111112,-0.8,
2019-11-22,0.0,-1.0,-0.1111111111111111,-0.6825396825396826,-0.6923076923076923,
2019-11-23,,-1.0,1.0,-0.84,0.0,
2019-11-24,,0.0,,-0.6,-0.3333333333333333,
2019-11-25,1.0,-0.2,0.0,-0.5161290322580645,-0.6,
2019-11-26,-1.0,-0.7142857142857143,-1.0,-0.675,-0.5,
2019-11-27,-0.1111111111111111,-0.42857142857142855,-0.6,-0.6483516483516484,-1.0,
2019-11-28,-1.0,-0.5555555555555556,,-0.5428571428571428,-1.0,
2019-11-29,-0.3333333333333333,0.0,0.0,-0.625,0.0,
2019-11-30,,-1.0,,-0.5384615384615384,0.0,
2019-12-01,,,1.0,-0.68,-1.0,
2019-12-02,-0.5555555555555556,-1.0,-0.3333333333333333,-0.6571428571428571,-0.6666666666666666,
2019-12-03,-0.6666666666666666,-0.1111111111111111,0.0,-0.6111111111111112,-0.6,
2019-12-04,0.3333333333333333,-1.0,-0.2,-0.7586206896551724,-0.7894736842105263,
2019-12-05,,-1.0,,-0.6875,-0.8571428571428571,
2019-12-06,-0.6,-0.7333333333333333,-0.42857142857142855,-0.5555555555555556,-0.2,
2019-12-07,-1.0,-0.38461538461538464,-1.0,-0.6417910447761194,-1.0,
2019-12-08,-0.6,-0.3333333333333333,-1.0,-0.5609756097560976,-1.0,
2019-12-09,0.3333333333333333,-0.2,1.0,-0.654320987654321,-0.7142857142857143,
2019-12-10,,-1.0,,-0.76,-0.5384615384615384,
2019-12-11,0.6,-0.14285714285714285,0.3333333333333333,-0.5641025641025641,-0.5384615384615384,
2019-12-12,-0.3333333333333333,-0.38461538461538464,-1.0,-0.5294117647058824,-0.6363636363636364,
