tickers_to_predict,sentiment_filepath,window,lookback,thresh,intercept,Sharpe_ratio
"['META', 'TSLA']",/vader_pred_returns_rfr_test.csv,120,45,0.75,True,2.23
['TSLA'],/flair_pred_returns_rfr_test.csv,120,30,0.75,False,2.175
"['META', 'TSLA']",/vader_pred_returns_rfr_test.csv,120,30,1.0,True,2.13
['META'],/vader_pred_returns_rfr_test.csv,120,30,0.75,False,2.117
['TSLA'],/flair_pred_returns_rfr_test.csv,120,30,1.5,True,2.098
['TSLA'],/finbert_pred_returns_rfr_test.csv,120,45,0.75,False,2.021
['TSLA'],/finbert_pred_returns_rfr_test.csv,120,45,1.0,False,2.021
['TSLA'],/finbert_pred_returns_rfr_test.csv,120,30,1.0,False,2.021
['TSLA'],/finbert_pred_returns_rfr_test.csv,120,15,1.0,False,2.021
['TSLA'],/finbert_pred_returns_rfr_test.csv,120,30,1.0,True,2.01
['TSLA'],/finbert_pred_returns_rfr_test.csv,120,45,0.75,True,2.01
"['AAPL', 'TSLA', 'META']",/stacked_pred_returns_rfr_test.csv,120,15,0.75,False,2.01
['TSLA'],/finbert_pred_returns_rfr_test.csv,120,15,1.0,True,2.01
['TSLA'],/finbert_pred_returns_rfr_test.csv,120,45,1.0,True,2.01
['TSLA'],/vader_pred_returns_rfr_test.csv,120,30,1.0,False,1.981
['TSLA'],/vader_pred_returns_rfr_test.csv,120,45,1.0,False,1.981
['TSLA'],/vader_pred_returns_rfr_test.csv,120,30,1.0,True,1.955
['TSLA'],/vader_pred_returns_rfr_test.csv,120,45,1.0,True,1.955
"['AAPL', 'TSLA', 'META']",/stacked_pred_returns_rfr_test.csv,120,30,0.75,True,1.938
"['META', 'TSLA']",/finbert_pred_returns_rfr_test.csv,120,45,0.75,True,1.909
['TSLA'],/finbert_pred_returns_rfr_test.csv,120,30,1.5,False,1.89
['TSLA'],/finbert_pred_returns_rfr_test.csv,120,15,1.5,False,1.89
['TSLA'],/flair_pred_returns_rfr_test.csv,120,45,1.0,False,1.885
['TSLA'],/flair_pred_returns_rfr_test.csv,120,30,1.0,False,1.885
['TSLA'],/flair_pred_returns_rfr_test.csv,120,45,0.75,False,1.885
['TSLA'],/flair_pred_returns_rfr_test.csv,120,15,1.0,False,1.885
['TSLA'],/flair_pred_returns_rfr_test.csv,120,15,1.0,True,1.881
['TSLA'],/flair_pred_returns_rfr_test.csv,120,30,1.0,True,1.881
['TSLA'],/flair_pred_returns_rfr_test.csv,120,45,1.0,True,1.881
['TSLA'],/flair_pred_returns_rfr_test.csv,120,45,0.75,True,1.881
['TSLA'],/finbert_pred_returns_rfr_test.csv,120,15,1.5,True,1.879
['TSLA'],/vader_pred_returns_rfr_test.csv,120,15,1.5,False,1.869
['TSLA'],/vader_pred_returns_rfr_test.csv,120,15,1.5,True,1.843
"['META', 'TSLA']",/finbert_pred_returns_rfr_test.csv,120,45,0.75,False,1.84
"['AAPL', 'TSLA', 'META']",/stacked_pred_returns_rfr_test.csv,120,15,1.0,True,1.838
"['AAPL', 'TSLA', 'META']",/flair_pred_returns_rfr_test.csv,120,15,1.0,True,1.836
"['META', 'TSLA']",/stacked_pred_returns_rfr_test.csv,120,30,1.0,True,1.834
['TSLA'],/stacked_pred_returns_rfr_test.csv,120,30,1.0,False,1.831
['TSLA'],/stacked_pred_returns_rfr_test.csv,120,15,1.0,False,1.831
['TSLA'],/stacked_pred_returns_rfr_test.csv,120,30,0.75,False,1.831
['TSLA'],/stacked_pred_returns_rfr_test.csv,120,45,1.0,False,1.831
['TSLA'],/stacked_pred_returns_rfr_test.csv,120,45,0.75,False,1.831
"['AAPL', 'TSLA', 'META']",/stacked_pred_returns_rfr_test.csv,120,15,1.0,False,1.825
"['META', 'TSLA']",/flair_pred_returns_rfr_test.csv,120,30,1.0,True,1.823
['TSLA'],/stacked_pred_returns_rfr_test.csv,120,30,1.0,True,1.818
['TSLA'],/stacked_pred_returns_rfr_test.csv,120,45,1.0,True,1.818
['TSLA'],/stacked_pred_returns_rfr_test.csv,120,15,1.0,True,1.818
['TSLA'],/stacked_pred_returns_rfr_test.csv,120,45,0.75,True,1.818
"['AAPL', 'TSLA', 'META']",/flair_pred_returns_rfr_test.csv,120,15,1.0,False,1.806
"['META', 'TSLA']",/stacked_pred_returns_rfr_test.csv,120,30,1.0,False,1.796
"['META', 'TSLA']",/flair_pred_returns_rfr_test.csv,120,30,1.0,False,1.789
"['META', 'TSLA']",/finbert_pred_returns_rfr_test.csv,120,30,1.0,True,1.788
"['META', 'TSLA']",/finbert_pred_returns_rfr_test.csv,120,30,1.5,True,1.776
"['META', 'TSLA']",/finbert_pred_returns_rfr_test.csv,120,30,0.75,True,1.767
"['META', 'TSLA']",/finbert_pred_returns_rfr_test.csv,120,30,1.0,False,1.767
"['META', 'TSLA']",/finbert_pred_returns_rfr_test.csv,120,30,1.5,False,1.759
['TSLA'],/finbert_pred_returns_rfr_test.csv,120,30,0.75,True,1.752
['TSLA'],/flair_pred_returns_rfr_test.csv,120,30,1.5,False,1.748
['TSLA'],/flair_pred_returns_rfr_test.csv,120,15,1.5,False,1.748
['TSLA'],/flair_pred_returns_rfr_test.csv,120,15,1.5,True,1.745
"['META', 'TSLA']",/finbert_pred_returns_rfr_test.csv,120,30,0.75,False,1.742
['TSLA'],/vader_pred_returns_rfr_test.csv,120,15,1.0,False,1.74
"['AAPL', 'TSLA', 'META']",/finbert_pred_returns_rfr_test.csv,120,15,1.0,True,1.722
['TSLA'],/vader_pred_returns_rfr_test.csv,120,15,1.0,True,1.718
['TSLA'],/vader_pred_returns_rfr_test.csv,120,45,0.75,True,1.718
"['META', 'TSLA']",/vader_pred_returns_rfr_test.csv,120,15,1.0,True,1.702
['TSLA'],/stacked_pred_returns_rfr_test.csv,120,30,1.5,False,1.694
['TSLA'],/stacked_pred_returns_rfr_test.csv,120,15,1.5,False,1.694
['TSLA'],/vader_pred_returns_rfr_test.csv,120,15,0.75,False,1.692
"['META', 'TSLA']",/finbert_pred_returns_rfr_test.csv,120,15,1.0,True,1.689
['TSLA'],/vader_pred_returns_rfr_test.csv,120,15,0.75,True,1.688
"['META', 'TSLA']",/vader_pred_returns_rfr_test.csv,120,15,1.0,False,1.684
['TSLA'],/stacked_pred_returns_rfr_test.csv,120,15,1.5,True,1.681
['TSLA'],/stacked_pred_returns_rfr_test.csv,120,30,1.5,True,1.681
"['AAPL', 'TSLA', 'META']",/finbert_pred_returns_rfr_test.csv,120,15,1.0,False,1.679
"['META', 'TSLA']",/finbert_pred_returns_rfr_test.csv,120,15,1.0,False,1.673
"['META', 'TSLA']",/vader_pred_returns_rfr_test.csv,120,45,1.0,True,1.663
"['META', 'TSLA']",/vader_pred_returns_rfr_test.csv,120,45,1.0,False,1.643
"['AAPL', 'TSLA', 'META']",/stacked_pred_returns_rfr_test.csv,120,30,0.75,False,1.621
['TSLA'],/flair_pred_returns_rfr_test.csv,120,30,0.75,True,1.62
"['META', 'TSLA']",/stacked_pred_returns_rfr_test.csv,120,45,1.0,True,1.617
['TSLA'],/flair_pred_returns_rfr_test.csv,120,15,0.75,True,1.617
"['META', 'TSLA']",/vader_pred_returns_rfr_test.csv,120,15,1.5,True,1.608
['TSLA'],/flair_pred_returns_rfr_test.csv,120,15,0.75,False,1.604
"['META', 'TSLA']",/vader_pred_returns_rfr_test.csv,120,15,1.5,False,1.588
"['AAPL', 'TSLA', 'META']",/finbert_pred_returns_rfr_test.csv,120,15,0.75,True,1.587
['TSLA'],/finbert_pred_returns_rfr_test.csv,120,45,2.0,False,1.585
['TSLA'],/finbert_pred_returns_rfr_test.csv,120,15,2.0,False,1.585
['TSLA'],/finbert_pred_returns_rfr_test.csv,120,45,1.5,False,1.585
['TSLA'],/finbert_pred_returns_rfr_test.csv,120,30,2.0,False,1.585
['TSLA'],/vader_pred_returns_rfr_test.csv,120,30,1.5,False,1.583
['TSLA'],/vader_pred_returns_rfr_test.csv,120,45,1.5,False,1.583
['TSLA'],/vader_pred_returns_rfr_test.csv,120,45,2.0,False,1.583
['TSLA'],/vader_pred_returns_rfr_test.csv,120,15,2.0,False,1.583
['TSLA'],/vader_pred_returns_rfr_test.csv,120,30,2.0,False,1.583
"['META', 'TSLA']",/stacked_pred_returns_rfr_test.csv,120,45,1.0,False,1.579
"['META', 'TSLA']",/finbert_pred_returns_rfr_test.csv,120,45,1.0,True,1.576
"['META', 'TSLA']",/flair_pred_returns_rfr_test.csv,120,30,1.5,True,1.575
"['AAPL', 'TSLA', 'META']",/vader_pred_returns_rfr_test.csv,120,30,1.0,False,1.573
['TSLA'],/stacked_pred_returns_rfr_test.csv,120,30,0.75,True,1.566
['TSLA'],/stacked_pred_returns_rfr_test.csv,120,15,0.75,True,1.561
['TSLA'],/stacked_pred_returns_rfr_test.csv,120,15,0.75,False,1.555
"['META', 'TSLA']",/finbert_pred_returns_rfr_test.csv,120,45,1.0,False,1.554
['TSLA'],/finbert_pred_returns_rfr_test.csv,120,15,2.0,True,1.553
['TSLA'],/finbert_pred_returns_rfr_test.csv,120,45,2.0,True,1.553
['TSLA'],/finbert_pred_returns_rfr_test.csv,120,30,2.0,True,1.553
['TSLA'],/finbert_pred_returns_rfr_test.csv,120,45,1.5,True,1.553
"['AAPL', 'TSLA', 'META']",/flair_pred_returns_rfr_test.csv,120,45,0.75,True,1.551
"['META', 'TSLA']",/stacked_pred_returns_rfr_test.csv,120,15,1.5,True,1.546
"['META', 'TSLA']",/stacked_pred_returns_rfr_test.csv,120,30,1.5,True,1.546
['TSLA'],/vader_pred_returns_rfr_test.csv,120,45,2.0,True,1.545
['TSLA'],/vader_pred_returns_rfr_test.csv,120,30,2.0,True,1.545
['TSLA'],/vader_pred_returns_rfr_test.csv,120,45,1.5,True,1.545
['TSLA'],/vader_pred_returns_rfr_test.csv,120,15,2.0,True,1.545
['TSLA'],/vader_pred_returns_rfr_test.csv,120,30,1.5,True,1.545
"['META', 'TSLA']",/finbert_pred_returns_rfr_test.csv,120,15,1.5,True,1.533
"['META', 'TSLA']",/flair_pred_returns_rfr_test.csv,120,15,0.75,True,1.525
"['META', 'TSLA']",/vader_pred_returns_rfr_test.csv,120,30,0.75,False,1.524
"['META', 'TSLA']",/vader_pred_returns_rfr_test.csv,120,15,0.75,False,1.519
"['AAPL', 'TSLA', 'META']",/flair_pred_returns_rfr_test.csv,120,45,0.75,False,1.518
"['META', 'TSLA']",/finbert_pred_returns_rfr_test.csv,120,15,1.5,False,1.511
"['META', 'TSLA']",/flair_pred_returns_rfr_test.csv,120,15,0.75,False,1.51
"['META', 'TSLA']",/stacked_pred_returns_rfr_test.csv,120,15,1.5,False,1.508
"['META', 'TSLA']",/stacked_pred_returns_rfr_test.csv,120,30,1.5,False,1.508
['TSLA'],/finbert_pred_returns_rfr_test.csv,120,15,0.75,True,1.494
['TSLA'],/finbert_pred_returns_rfr_test.csv,120,15,0.75,False,1.49
"['AAPL', 'TSLA', 'META']",/finbert_pred_returns_rfr_test.csv,120,15,0.75,False,1.456
['TSLA'],/flair_pred_returns_rfr_test.csv,120,45,2.0,False,1.424
['TSLA'],/flair_pred_returns_rfr_test.csv,120,45,1.5,False,1.424
['TSLA'],/flair_pred_returns_rfr_test.csv,120,30,2.0,False,1.424
['TSLA'],/flair_pred_returns_rfr_test.csv,120,15,2.0,False,1.424
['TSLA'],/stacked_pred_returns_rfr_test.csv,120,15,2.0,False,1.418
['TSLA'],/stacked_pred_returns_rfr_test.csv,120,45,2.0,False,1.418
['TSLA'],/stacked_pred_returns_rfr_test.csv,120,30,2.0,False,1.418
"['META', 'TSLA']",/stacked_pred_returns_rfr_test.csv,120,30,2.0,True,1.415
"['META', 'TSLA']",/stacked_pred_returns_rfr_test.csv,120,45,2.0,True,1.415
"['META', 'TSLA']",/stacked_pred_returns_rfr_test.csv,120,15,2.0,True,1.415
['TSLA'],/flair_pred_returns_rfr_test.csv,120,30,2.0,True,1.401
['TSLA'],/flair_pred_returns_rfr_test.csv,120,45,2.0,True,1.401
['TSLA'],/flair_pred_returns_rfr_test.csv,120,45,1.5,True,1.401
['TSLA'],/flair_pred_returns_rfr_test.csv,120,15,2.0,True,1.401
['META'],/stacked_pred_returns_rfr_test.csv,120,30,1.0,True,1.4
"['AAPL', 'TSLA', 'META']",/finbert_pred_returns_rfr_test.csv,120,30,0.75,True,1.397
['META'],/finbert_pred_returns_rfr_test.csv,120,30,1.0,True,1.397
"['AAPL', 'TSLA', 'META']",/stacked_pred_returns_rfr_test.csv,120,45,0.75,True,1.397
"['META', 'TSLA']",/stacked_pred_returns_rfr_test.csv,120,30,2.0,False,1.387
"['META', 'TSLA']",/stacked_pred_returns_rfr_test.csv,120,15,2.0,False,1.387
"['META', 'TSLA']",/stacked_pred_returns_rfr_test.csv,120,45,2.0,False,1.387
['TSLA'],/stacked_pred_returns_rfr_test.csv,120,45,2.0,True,1.382
['TSLA'],/stacked_pred_returns_rfr_test.csv,120,30,2.0,True,1.382
['TSLA'],/stacked_pred_returns_rfr_test.csv,120,15,2.0,True,1.382
"['META', 'TSLA']",/finbert_pred_returns_rfr_test.csv,120,45,2.0,True,1.375
"['META', 'TSLA']",/finbert_pred_returns_rfr_test.csv,120,45,1.5,True,1.375
"['META', 'TSLA']",/finbert_pred_returns_rfr_test.csv,120,15,2.0,True,1.375
"['META', 'TSLA']",/finbert_pred_returns_rfr_test.csv,120,30,2.0,True,1.375
"['AAPL', 'TSLA', 'META']",/vader_pred_returns_rfr_test.csv,120,30,1.0,True,1.366
"['META', 'TSLA']",/finbert_pred_returns_rfr_test.csv,120,45,2.0,False,1.365
"['META', 'TSLA']",/finbert_pred_returns_rfr_test.csv,120,45,1.5,False,1.365
"['META', 'TSLA']",/finbert_pred_returns_rfr_test.csv,120,30,2.0,False,1.365
"['META', 'TSLA']",/finbert_pred_returns_rfr_test.csv,120,15,2.0,False,1.365
"['META', 'TSLA']",/flair_pred_returns_rfr_test.csv,120,45,1.0,True,1.353
['META'],/finbert_pred_returns_rfr_test.csv,120,30,1.0,False,1.351
['META'],/vader_pred_returns_rfr_test.csv,120,30,1.0,True,1.349
['META'],/finbert_pred_returns_rfr_test.csv,120,45,0.75,False,1.348
['META'],/stacked_pred_returns_rfr_test.csv,120,30,1.0,False,1.345
"['META', 'TSLA']",/vader_pred_returns_rfr_test.csv,120,30,0.75,True,1.344
"['AAPL', 'TSLA', 'META']",/finbert_pred_returns_rfr_test.csv,120,30,0.75,False,1.344
"['META', 'TSLA']",/flair_pred_returns_rfr_test.csv,120,15,1.5,True,1.32
"['META', 'TSLA']",/vader_pred_returns_rfr_test.csv,120,45,0.75,False,1.318
"['META', 'TSLA']",/flair_pred_returns_rfr_test.csv,120,30,1.5,False,1.315
"['META', 'TSLA']",/flair_pred_returns_rfr_test.csv,120,45,1.0,False,1.315
"['AAPL', 'TSLA', 'META']",/flair_pred_returns_rfr_test.csv,120,30,1.0,True,1.309
"['META', 'TSLA']",/vader_pred_returns_rfr_test.csv,120,45,1.5,True,1.296
"['META', 'TSLA']",/vader_pred_returns_rfr_test.csv,120,30,2.0,True,1.296
"['META', 'TSLA']",/vader_pred_returns_rfr_test.csv,120,15,2.0,True,1.296
"['META', 'TSLA']",/vader_pred_returns_rfr_test.csv,120,30,1.5,True,1.296
"['META', 'TSLA']",/vader_pred_returns_rfr_test.csv,120,45,2.0,True,1.296
"['AAPL', 'TSLA', 'META']",/stacked_pred_returns_rfr_test.csv,120,30,1.0,True,1.295
['META'],/vader_pred_returns_rfr_test.csv,120,30,1.0,False,1.293
['TSLA'],/vader_pred_returns_rfr_test.csv,120,30,0.75,True,1.291
['TSLA'],/vader_pred_returns_rfr_test.csv,120,30,0.75,False,1.291
"['META', 'TSLA']",/vader_pred_returns_rfr_test.csv,120,45,1.5,False,1.288
"['META', 'TSLA']",/vader_pred_returns_rfr_test.csv,120,30,1.5,False,1.288
"['META', 'TSLA']",/vader_pred_returns_rfr_test.csv,120,15,2.0,False,1.288
"['META', 'TSLA']",/vader_pred_returns_rfr_test.csv,120,30,2.0,False,1.288
"['META', 'TSLA']",/vader_pred_returns_rfr_test.csv,120,45,2.0,False,1.288
"['AAPL', 'TSLA', 'META']",/stacked_pred_returns_rfr_test.csv,120,45,0.75,False,1.287
"['META', 'TSLA']",/flair_pred_returns_rfr_test.csv,120,15,1.5,False,1.278
"['AAPL', 'TSLA', 'META']",/flair_pred_returns_rfr_test.csv,120,30,1.0,False,1.276
"['META', 'TSLA']",/stacked_pred_returns_rfr_test.csv,120,45,1.5,True,1.263
"['AAPL', 'TSLA', 'META']",/flair_pred_returns_rfr_test.csv,120,30,0.75,True,1.261
"['AAPL', 'TSLA', 'META']",/flair_pred_returns_rfr_test.csv,120,30,0.75,False,1.236
"['META', 'TSLA']",/stacked_pred_returns_rfr_test.csv,120,45,1.5,False,1.232
['META'],/finbert_pred_returns_rfr_test.csv,120,30,0.75,True,1.226
"['META', 'TSLA']",/flair_pred_returns_rfr_test.csv,120,45,1.5,True,1.218
"['AAPL', 'TSLA', 'META']",/finbert_pred_returns_rfr_test.csv,120,45,1.0,True,1.218
"['AAPL', 'TSLA', 'META']",/finbert_pred_returns_rfr_test.csv,120,30,1.0,False,1.21
"['AAPL', 'TSLA', 'META']",/stacked_pred_returns_rfr_test.csv,120,30,1.0,False,1.199
"['AAPL', 'TSLA', 'META']",/vader_pred_returns_rfr_test.csv,120,45,0.75,True,1.195
['META'],/flair_pred_returns_rfr_test.csv,120,15,0.75,True,1.195
['META'],/finbert_pred_returns_rfr_test.csv,120,15,1.0,False,1.191
"['META', 'TSLA']",/flair_pred_returns_rfr_test.csv,120,45,1.5,False,1.19
"['AAPL', 'TSLA', 'META']",/finbert_pred_returns_rfr_test.csv,120,45,1.0,False,1.188
"['META', 'TSLA']",/flair_pred_returns_rfr_test.csv,120,30,2.0,True,1.185
"['META', 'TSLA']",/flair_pred_returns_rfr_test.csv,120,45,2.0,True,1.185
"['META', 'TSLA']",/flair_pred_returns_rfr_test.csv,120,15,2.0,True,1.185
['META'],/flair_pred_returns_rfr_test.csv,120,15,0.75,False,1.182
"['AAPL', 'TSLA', 'META']",/finbert_pred_returns_rfr_test.csv,120,30,1.0,True,1.172
['TSLA'],/stacked_pred_returns_rfr_test.csv,120,45,1.5,False,1.155
"['META', 'TSLA']",/flair_pred_returns_rfr_test.csv,120,30,2.0,False,1.153
"['META', 'TSLA']",/flair_pred_returns_rfr_test.csv,120,45,2.0,False,1.153
"['META', 'TSLA']",/flair_pred_returns_rfr_test.csv,120,15,2.0,False,1.153
"['AAPL', 'TSLA', 'META']",/stacked_pred_returns_rfr_test.csv,120,45,1.0,True,1.15
"['AAPL', 'TSLA', 'META']",/vader_pred_returns_rfr_test.csv,120,15,1.0,True,1.144
['META'],/flair_pred_returns_rfr_test.csv,120,30,1.0,True,1.144
"['AAPL', 'TSLA', 'META']",/vader_pred_returns_rfr_test.csv,120,15,1.0,False,1.137
"['AAPL', 'TSLA', 'META']",/flair_pred_returns_rfr_test.csv,120,45,1.0,False,1.131
['TSLA'],/stacked_pred_returns_rfr_test.csv,120,45,1.5,True,1.128
['META'],/finbert_pred_returns_rfr_test.csv,120,30,0.75,False,1.119
"['AAPL', 'TSLA', 'META']",/finbert_pred_returns_rfr_test.csv,120,45,1.5,True,1.114
"['AAPL', 'TSLA', 'META']",/finbert_pred_returns_rfr_test.csv,120,30,1.5,True,1.114
['META'],/flair_pred_returns_rfr_test.csv,120,30,1.0,False,1.098
"['AAPL', 'TSLA', 'META']",/vader_pred_returns_rfr_test.csv,120,45,1.0,True,1.088
"['AAPL', 'TSLA', 'META']",/finbert_pred_returns_rfr_test.csv,120,30,1.5,False,1.086
"['AAPL', 'TSLA', 'META']",/finbert_pred_returns_rfr_test.csv,120,45,1.5,False,1.086
"['AAPL', 'TSLA', 'META']",/vader_pred_returns_rfr_test.csv,120,45,1.0,False,1.078
"['AAPL', 'TSLA', 'META']",/stacked_pred_returns_rfr_test.csv,120,45,1.0,False,1.056
"['AAPL', 'TSLA', 'META']",/flair_pred_returns_rfr_test.csv,120,45,1.0,True,1.038
['TSLA'],/vader_pred_returns_rfr_test.csv,120,45,0.75,False,1.035
['META'],/stacked_pred_returns_rfr_test.csv,120,45,2.0,True,1.021
['META'],/stacked_pred_returns_rfr_test.csv,120,45,1.5,True,1.021
['META'],/stacked_pred_returns_rfr_test.csv,120,30,1.5,True,1.021
['META'],/stacked_pred_returns_rfr_test.csv,120,15,2.0,True,1.021
['META'],/stacked_pred_returns_rfr_test.csv,120,15,1.5,True,1.021
['META'],/stacked_pred_returns_rfr_test.csv,120,30,2.0,True,1.021
['META'],/stacked_pred_returns_rfr_test.csv,120,45,1.0,True,1.021
"['AAPL', 'TSLA', 'META']",/flair_pred_returns_rfr_test.csv,120,30,1.5,True,1.007
"['AAPL', 'TSLA', 'META']",/vader_pred_returns_rfr_test.csv,120,15,1.5,True,1.001
['META'],/finbert_pred_returns_rfr_test.csv,120,45,1.5,True,0.999
['META'],/finbert_pred_returns_rfr_test.csv,120,30,1.5,True,0.999
['META'],/finbert_pred_returns_rfr_test.csv,120,45,2.0,True,0.999
['META'],/finbert_pred_returns_rfr_test.csv,120,30,2.0,True,0.999
['META'],/finbert_pred_returns_rfr_test.csv,120,45,1.0,True,0.999
['META'],/finbert_pred_returns_rfr_test.csv,120,15,2.0,True,0.999
['META'],/finbert_pred_returns_rfr_test.csv,120,15,1.5,True,0.999
"['AAPL', 'TSLA', 'META']",/vader_pred_returns_rfr_test.csv,120,15,1.5,False,0.991
"['AAPL', 'TSLA', 'META']",/stacked_pred_returns_rfr_test.csv,120,45,2.0,True,0.982
"['AAPL', 'TSLA', 'META']",/stacked_pred_returns_rfr_test.csv,120,15,2.0,True,0.982
"['AAPL', 'TSLA', 'META']",/stacked_pred_returns_rfr_test.csv,120,30,2.0,True,0.982
"['AAPL', 'TSLA', 'META']",/stacked_pred_returns_rfr_test.csv,120,15,1.5,True,0.979
['META'],/vader_pred_returns_rfr_test.csv,120,45,1.5,True,0.97
['META'],/vader_pred_returns_rfr_test.csv,120,45,2.0,True,0.97
['META'],/vader_pred_returns_rfr_test.csv,120,15,1.5,True,0.97
['META'],/vader_pred_returns_rfr_test.csv,120,30,2.0,True,0.97
['META'],/vader_pred_returns_rfr_test.csv,120,15,2.0,True,0.97
['META'],/vader_pred_returns_rfr_test.csv,120,30,1.5,True,0.97
['META'],/vader_pred_returns_rfr_test.csv,120,45,1.0,True,0.97
['META'],/stacked_pred_returns_rfr_test.csv,120,30,1.5,False,0.966
['META'],/stacked_pred_returns_rfr_test.csv,120,45,1.5,False,0.966
['META'],/stacked_pred_returns_rfr_test.csv,120,45,1.0,False,0.966
['META'],/stacked_pred_returns_rfr_test.csv,120,45,2.0,False,0.966
['META'],/stacked_pred_returns_rfr_test.csv,120,30,2.0,False,0.966
['META'],/stacked_pred_returns_rfr_test.csv,120,15,2.0,False,0.966
['META'],/stacked_pred_returns_rfr_test.csv,120,15,1.5,False,0.966
"['AAPL', 'TSLA', 'META']",/vader_pred_returns_rfr_test.csv,120,45,0.75,False,0.96
['META'],/finbert_pred_returns_rfr_test.csv,120,15,1.5,False,0.954
['META'],/finbert_pred_returns_rfr_test.csv,120,15,2.0,False,0.954
['META'],/finbert_pred_returns_rfr_test.csv,120,30,2.0,False,0.954
['META'],/finbert_pred_returns_rfr_test.csv,120,30,1.5,False,0.954
['META'],/finbert_pred_returns_rfr_test.csv,120,45,1.0,False,0.954
['META'],/finbert_pred_returns_rfr_test.csv,120,45,1.5,False,0.954
['META'],/finbert_pred_returns_rfr_test.csv,120,45,2.0,False,0.954
"['AAPL', 'TSLA', 'META']",/finbert_pred_returns_rfr_test.csv,120,15,1.5,True,0.923
['META'],/vader_pred_returns_rfr_test.csv,120,30,1.5,False,0.912
['META'],/vader_pred_returns_rfr_test.csv,120,30,2.0,False,0.912
