tickers_to_predict,sentiment_filepath,window,lookback,thresh,intercept,Sharpe_ratio
"('META', 'TSLA')",/vader_pred_returns_rfr_test.csv,120,45,1.5,False,0.84
"('AAPL', 'TSLA', 'META')",/vader_pred_returns_rfr_test.csv,120,30,1.0,False,0.828
"('AAPL', 'TSLA', 'META')",/vader_pred_returns_rfr_test.csv,120,45,1.0,False,0.828
"('AAPL', 'TSLA', 'META')",/stacked_pred_returns_rfr_test.csv,120,15,1.0,True,0.824
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,15,1.5,True,0.813
"('AAPL', 'TSLA', 'META')",/finbert_pred_returns_rfr_test.csv,120,15,0.75,False,0.804
"('AAPL', 'TSLA', 'META')",/vader_pred_returns_rfr_test.csv,120,30,1.0,True,0.795
"('AAPL', 'TSLA', 'META')",/vader_pred_returns_rfr_test.csv,120,30,1.5,False,0.792
"('AAPL', 'TSLA', 'META')",/vader_pred_returns_rfr_test.csv,120,15,1.5,False,0.792
"('AAPL', 'TSLA', 'META')",/stacked_pred_returns_rfr_test.csv,120,45,0.75,False,0.79
"('AAPL', 'TSLA', 'META')",/finbert_pred_returns_rfr_test.csv,120,15,1.5,False,0.788
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,15,1.5,False,0.788
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,90,15,0.75,True,0.787
"('AAPL', 'TSLA', 'META')",/stacked_pred_returns_rfr_test.csv,120,30,1.0,True,0.781
"('AAPL', 'TSLA', 'META')",/finbert_pred_returns_rfr_test.csv,120,15,1.5,True,0.778
"('META',)",/flair_pred_returns_rfr_test.csv,90,45,0.75,True,0.755
"('META',)",/vader_pred_returns_rfr_test.csv,120,15,0.75,True,0.753
"('AAPL', 'TSLA', 'META')",/stacked_pred_returns_rfr_test.csv,120,30,0.75,True,0.752
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,15,0.75,True,0.745
"('META',)",/vader_pred_returns_rfr_test.csv,120,15,0.75,False,0.743
"('AAPL', 'TSLA', 'META')",/vader_pred_returns_rfr_test.csv,120,45,1.0,True,0.735
"('AAPL', 'TSLA', 'META')",/stacked_pred_returns_rfr_test.csv,120,45,1.0,False,0.732
"('META',)",/flair_pred_returns_rfr_test.csv,90,15,1.0,False,0.73
"('AAPL', 'TSLA', 'META')",/vader_pred_returns_rfr_test.csv,120,30,1.5,True,0.698
"('META',)",/flair_pred_returns_rfr_test.csv,90,45,0.75,False,0.698
"('AAPL', 'TSLA', 'META')",/vader_pred_returns_rfr_test.csv,120,15,1.5,True,0.698
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,15,0.75,False,0.695
"('AAPL', 'TSLA', 'META')",/vader_pred_returns_rfr_test.csv,120,15,2.0,False,0.693
"('AAPL', 'TSLA', 'META')",/vader_pred_returns_rfr_test.csv,120,45,2.0,False,0.693
"('AAPL', 'TSLA', 'META')",/vader_pred_returns_rfr_test.csv,120,30,2.0,False,0.693
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,30,0.75,False,0.692
"('AAPL', 'TSLA', 'META')",/finbert_pred_returns_rfr_test.csv,120,45,1.5,False,0.668
"('AAPL', 'TSLA', 'META')",/finbert_pred_returns_rfr_test.csv,120,45,2.0,False,0.668
"('AAPL', 'TSLA', 'META')",/finbert_pred_returns_rfr_test.csv,120,30,2.0,False,0.668
"('AAPL', 'TSLA', 'META')",/finbert_pred_returns_rfr_test.csv,120,15,2.0,False,0.668
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,90,15,0.75,False,0.664
"('AAPL', 'TSLA', 'META')",/finbert_pred_returns_rfr_test.csv,120,45,1.5,True,0.651
"('AAPL', 'TSLA', 'META')",/finbert_pred_returns_rfr_test.csv,120,30,2.0,True,0.651
"('AAPL', 'TSLA', 'META')",/finbert_pred_returns_rfr_test.csv,120,45,2.0,True,0.651
"('AAPL', 'TSLA', 'META')",/finbert_pred_returns_rfr_test.csv,120,15,2.0,True,0.651
"('AAPL', 'TSLA', 'META')",/stacked_pred_returns_rfr_test.csv,120,45,1.0,True,0.641
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,15,2.0,True,0.606
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,30,1.5,True,0.606
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,45,2.0,True,0.606
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,45,1.5,True,0.606
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,30,2.0,True,0.606
"('META',)",/flair_pred_returns_rfr_test.csv,90,30,0.75,True,0.6
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,30,2.0,False,0.592
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,30,1.5,False,0.592
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,15,2.0,False,0.592
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,45,1.5,False,0.592
"('AAPL', 'TSLA', 'META')",/flair_pred_returns_rfr_test.csv,120,45,2.0,False,0.592
"('AAPL', 'TSLA', 'META')",/vader_pred_returns_rfr_test.csv,120,15,2.0,True,0.587
"('AAPL', 'TSLA', 'META')",/vader_pred_returns_rfr_test.csv,120,30,2.0,True,0.587
"('AAPL', 'TSLA', 'META')",/vader_pred_returns_rfr_test.csv,120,45,2.0,True,0.587
"('AAPL', 'TSLA', 'META')",/vader_pred_returns_rfr_test.csv,120,45,1.5,False,0.582
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,90,45,0.75,False,0.547
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,90,45,0.75,True,0.54
"('AAPL', 'TSLA', 'META')",/stacked_pred_returns_rfr_test.csv,120,45,0.75,True,0.516
"('META',)",/stacked_pred_returns_rfr_test.csv,90,30,1.0,True,0.507
"('META',)",/finbert_pred_returns_rfr_test.csv,90,30,0.75,True,0.504
"('META',)",/stacked_pred_returns_rfr_test.csv,90,30,1.0,False,0.498
"('META',)",/stacked_pred_returns_rfr_test.csv,90,45,0.75,False,0.498
"('AAPL', 'TSLA', 'META')",/stacked_pred_returns_rfr_test.csv,120,30,0.75,False,0.486
"('AAPL', 'TSLA', 'META')",/vader_pred_returns_rfr_test.csv,120,45,1.5,True,0.479
"('AAPL', 'TSLA', 'META')",/stacked_pred_returns_rfr_test.csv,120,30,1.5,False,0.446
"('AAPL', 'TSLA', 'META')",/stacked_pred_returns_rfr_test.csv,120,15,1.5,False,0.446
"('AAPL',)",/flair_pred_returns_rfr_test.csv,120,30,1.0,False,0.439
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,90,30,0.75,False,0.429
"('META',)",/flair_pred_returns_rfr_test.csv,90,30,1.0,True,0.423
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,90,30,0.75,True,0.422
"('META',)",/vader_pred_returns_rfr_test.csv,90,45,0.75,True,0.411
"('META',)",/vader_pred_returns_rfr_test.csv,90,15,1.0,True,0.411
"('META',)",/flair_pred_returns_rfr_test.csv,90,45,1.0,True,0.404
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,90,15,0.75,False,0.404
"('META',)",/flair_pred_returns_rfr_test.csv,90,15,1.5,True,0.404
"('META',)",/flair_pred_returns_rfr_test.csv,90,30,1.0,False,0.39
"('TSLA',)",/flair_pred_returns_rfr_test.csv,90,15,0.75,True,0.378
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,90,15,0.75,True,0.366
"('META',)",/vader_pred_returns_rfr_test.csv,90,15,1.0,False,0.359
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,90,30,0.75,False,0.359
"('META',)",/finbert_pred_returns_rfr_test.csv,90,30,1.0,True,0.358
"('AAPL', 'TSLA', 'META')",/stacked_pred_returns_rfr_test.csv,120,15,1.5,True,0.355
"('AAPL', 'TSLA', 'META')",/stacked_pred_returns_rfr_test.csv,120,30,1.5,True,0.355
"('AAPL',)",/vader_pred_returns_rfr_test.csv,120,15,1.0,True,0.354
"('AAPL',)",/vader_pred_returns_rfr_test.csv,120,15,1.0,False,0.342
"('TSLA',)",/flair_pred_returns_rfr_test.csv,90,15,0.75,False,0.339
"('AAPL', 'TSLA', 'META')",/stacked_pred_returns_rfr_test.csv,120,30,2.0,False,0.334
"('AAPL', 'TSLA', 'META')",/stacked_pred_returns_rfr_test.csv,120,45,2.0,False,0.334
"('AAPL', 'TSLA', 'META')",/stacked_pred_returns_rfr_test.csv,120,15,2.0,False,0.334
"('AAPL',)",/flair_pred_returns_rfr_test.csv,120,15,1.0,True,0.33
"('META',)",/stacked_pred_returns_rfr_test.csv,90,30,0.75,True,0.314
"('META',)",/stacked_pred_returns_rfr_test.csv,90,15,0.75,True,0.314
"('META',)",/finbert_pred_returns_rfr_test.csv,90,30,1.0,False,0.313
"('AAPL',)",/vader_pred_returns_rfr_test.csv,120,45,1.0,True,0.306
"('AAPL',)",/vader_pred_returns_rfr_test.csv,120,30,1.0,True,0.306
"('AAPL',)",/flair_pred_returns_rfr_test.csv,120,15,1.0,False,0.305
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,90,15,0.75,False,0.304
"('AAPL',)",/vader_pred_returns_rfr_test.csv,120,30,1.0,False,0.303
"('AAPL',)",/stacked_pred_returns_rfr_test.csv,120,15,1.0,True,0.3
"('META',)",/flair_pred_returns_rfr_test.csv,90,15,1.0,True,0.297
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,90,45,0.75,False,0.29
"('META',)",/vader_pred_returns_rfr_test.csv,90,45,1.0,True,0.289
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,90,30,0.75,False,0.288
"('META',)",/vader_pred_returns_rfr_test.csv,90,30,1.0,True,0.28
"('META',)",/flair_pred_returns_rfr_test.csv,90,30,0.75,False,0.269
"('AAPL',)",/flair_pred_returns_rfr_test.csv,120,30,1.0,True,0.255
"('AAPL',)",/flair_pred_returns_rfr_test.csv,120,45,1.0,True,0.255
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,90,15,0.75,True,0.249
"('AAPL', 'TSLA', 'META')",/stacked_pred_returns_rfr_test.csv,120,45,1.5,False,0.246
"('META',)",/vader_pred_returns_rfr_test.csv,90,30,1.0,False,0.237
"('AAPL',)",/flair_pred_returns_rfr_test.csv,120,45,1.0,False,0.234
"('AAPL', 'TSLA', 'META')",/stacked_pred_returns_rfr_test.csv,120,30,2.0,True,0.228
"('AAPL', 'TSLA', 'META')",/stacked_pred_returns_rfr_test.csv,120,45,1.5,True,0.228
"('AAPL', 'TSLA', 'META')",/stacked_pred_returns_rfr_test.csv,120,15,2.0,True,0.228
"('AAPL', 'TSLA', 'META')",/stacked_pred_returns_rfr_test.csv,120,45,2.0,True,0.228
"('META',)",/vader_pred_returns_rfr_test.csv,90,45,1.0,False,0.228
"('AAPL',)",/stacked_pred_returns_rfr_test.csv,120,30,1.0,True,0.222
"('AAPL',)",/stacked_pred_returns_rfr_test.csv,120,45,1.0,True,0.222
"('AAPL',)",/stacked_pred_returns_rfr_test.csv,120,15,1.0,False,0.203
"('META',)",/finbert_pred_returns_rfr_test.csv,90,15,1.0,True,0.192
"('META',)",/finbert_pred_returns_rfr_test.csv,90,45,0.75,True,0.192
"('META',)",/vader_pred_returns_rfr_test.csv,90,15,1.5,True,0.188
"('AAPL',)",/finbert_pred_returns_rfr_test.csv,120,15,1.0,False,0.168
"('AAPL',)",/vader_pred_returns_rfr_test.csv,120,45,1.5,False,0.164
"('AAPL',)",/vader_pred_returns_rfr_test.csv,120,30,2.0,False,0.164
"('AAPL',)",/vader_pred_returns_rfr_test.csv,120,45,2.0,False,0.164
"('AAPL',)",/vader_pred_returns_rfr_test.csv,120,15,2.0,False,0.164
"('AAPL',)",/vader_pred_returns_rfr_test.csv,120,45,1.0,False,0.164
"('AAPL',)",/vader_pred_returns_rfr_test.csv,120,30,1.5,False,0.164
"('AAPL',)",/vader_pred_returns_rfr_test.csv,120,15,1.5,False,0.164
"('AAPL',)",/vader_pred_returns_rfr_test.csv,120,30,1.5,True,0.162
"('AAPL',)",/vader_pred_returns_rfr_test.csv,120,30,2.0,True,0.162
"('AAPL',)",/vader_pred_returns_rfr_test.csv,120,15,1.5,True,0.162
"('AAPL',)",/vader_pred_returns_rfr_test.csv,120,15,2.0,True,0.162
"('AAPL',)",/vader_pred_returns_rfr_test.csv,120,45,2.0,True,0.162
"('AAPL',)",/vader_pred_returns_rfr_test.csv,120,45,1.5,True,0.162
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,90,45,0.75,False,0.159
"('AAPL',)",/stacked_pred_returns_rfr_test.csv,120,45,1.0,False,0.148
"('AAPL',)",/stacked_pred_returns_rfr_test.csv,120,30,1.0,False,0.148
"('AAPL',)",/finbert_pred_returns_rfr_test.csv,120,30,1.0,True,0.146
"('META',)",/finbert_pred_returns_rfr_test.csv,90,15,1.0,False,0.146
"('AAPL',)",/finbert_pred_returns_rfr_test.csv,120,45,1.0,True,0.146
"('META',)",/finbert_pred_returns_rfr_test.csv,90,30,0.75,False,0.146
"('META',)",/finbert_pred_returns_rfr_test.csv,90,45,0.75,False,0.146
"('META',)",/vader_pred_returns_rfr_test.csv,90,15,1.5,False,0.145
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,90,15,1.0,False,0.137
"('AAPL',)",/finbert_pred_returns_rfr_test.csv,120,45,1.0,False,0.129
"('AAPL',)",/finbert_pred_returns_rfr_test.csv,120,30,1.0,False,0.129
"('AAPL',)",/flair_pred_returns_rfr_test.csv,120,30,2.0,True,0.099
"('AAPL',)",/flair_pred_returns_rfr_test.csv,120,45,1.5,True,0.099
"('AAPL',)",/flair_pred_returns_rfr_test.csv,120,30,1.5,True,0.099
"('AAPL',)",/flair_pred_returns_rfr_test.csv,120,15,2.0,True,0.099
"('AAPL',)",/flair_pred_returns_rfr_test.csv,120,45,2.0,True,0.099
"('AAPL',)",/flair_pred_returns_rfr_test.csv,120,15,1.5,True,0.099
"('META',)",/flair_pred_returns_rfr_test.csv,90,15,0.75,False,0.089
"('META', 'TSLA')",/vader_pred_returns_rfr_test.csv,90,45,0.75,True,0.088
"('META',)",/flair_pred_returns_rfr_test.csv,90,15,0.75,True,0.085
"('AAPL',)",/flair_pred_returns_rfr_test.csv,120,30,2.0,False,0.083
"('AAPL',)",/flair_pred_returns_rfr_test.csv,120,15,1.5,False,0.083
"('AAPL',)",/flair_pred_returns_rfr_test.csv,120,45,1.5,False,0.083
"('AAPL',)",/flair_pred_returns_rfr_test.csv,120,45,2.0,False,0.083
"('AAPL',)",/flair_pred_returns_rfr_test.csv,120,15,2.0,False,0.083
"('AAPL',)",/flair_pred_returns_rfr_test.csv,120,30,1.5,False,0.083
"('AAPL',)",/stacked_pred_returns_rfr_test.csv,120,30,2.0,True,0.074
"('AAPL',)",/stacked_pred_returns_rfr_test.csv,120,30,1.5,True,0.074
"('AAPL',)",/stacked_pred_returns_rfr_test.csv,120,45,2.0,True,0.074
"('AAPL',)",/stacked_pred_returns_rfr_test.csv,120,45,1.5,True,0.074
"('AAPL',)",/stacked_pred_returns_rfr_test.csv,120,15,1.5,True,0.074
"('AAPL',)",/stacked_pred_returns_rfr_test.csv,120,15,2.0,True,0.074
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,90,45,0.75,True,0.074
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,90,45,0.75,True,0.067
"('META', 'TSLA')",/vader_pred_returns_rfr_test.csv,90,15,1.0,True,0.064
"('META', 'TSLA')",/vader_pred_returns_rfr_test.csv,90,15,1.0,False,0.042
"('META',)",/vader_pred_returns_rfr_test.csv,90,45,0.75,False,0.028
"('META',)",/vader_pred_returns_rfr_test.csv,90,15,0.75,True,0.023
"('META',)",/vader_pred_returns_rfr_test.csv,90,15,0.75,False,0.023
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,150,45,0.75,True,0.023
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,150,45,1.0,True,0.023
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,150,15,0.75,True,0.023
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,150,15,1.0,True,0.023
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,150,30,0.75,True,0.023
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,150,30,1.0,True,0.023
"('AAPL',)",/finbert_pred_returns_rfr_test.csv,120,15,1.0,True,0.018
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,150,15,0.75,False,0.017
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,150,15,1.0,False,0.017
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,150,30,0.75,False,0.017
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,150,30,1.0,False,0.017
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,150,45,0.75,False,0.017
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,150,45,1.0,False,0.017
"('META',)",/stacked_pred_returns_rfr_test.csv,90,15,1.0,True,0.013
"('META',)",/stacked_pred_returns_rfr_test.csv,90,45,0.75,True,0.013
"('AAPL',)",/stacked_pred_returns_rfr_test.csv,120,15,1.5,False,0.003
"('AAPL',)",/stacked_pred_returns_rfr_test.csv,120,15,2.0,False,0.003
"('AAPL',)",/stacked_pred_returns_rfr_test.csv,120,30,1.5,False,0.003
"('AAPL',)",/stacked_pred_returns_rfr_test.csv,120,30,2.0,False,0.003
"('AAPL',)",/stacked_pred_returns_rfr_test.csv,120,45,2.0,False,0.003
"('AAPL',)",/stacked_pred_returns_rfr_test.csv,120,45,1.5,False,0.003
"('AAPL',)",/finbert_pred_returns_rfr_test.csv,120,45,2.0,True,0.001
"('AAPL',)",/finbert_pred_returns_rfr_test.csv,120,15,2.0,True,0.001
"('AAPL',)",/finbert_pred_returns_rfr_test.csv,120,15,1.5,True,0.001
"('AAPL',)",/finbert_pred_returns_rfr_test.csv,120,45,1.5,True,0.001
"('AAPL',)",/finbert_pred_returns_rfr_test.csv,120,30,2.0,True,0.001
"('AAPL',)",/finbert_pred_returns_rfr_test.csv,120,30,1.5,True,0.001
"('META',)",/stacked_pred_returns_rfr_test.csv,90,30,0.75,False,-0.002
"('META',)",/stacked_pred_returns_rfr_test.csv,90,15,1.0,False,-0.002
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,150,30,1.0,True,-0.01
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,150,30,0.75,True,-0.01
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,150,15,1.0,True,-0.01
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,150,15,0.75,True,-0.01
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,150,45,0.75,True,-0.01
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,150,45,1.0,True,-0.01
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,150,30,1.0,False,-0.011
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,150,30,0.75,False,-0.011
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,150,15,1.0,False,-0.011
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,150,45,0.75,False,-0.011
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,150,15,0.75,False,-0.011
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,150,45,1.0,False,-0.011
"('TSLA',)",/flair_pred_returns_rfr_test.csv,150,30,1.0,True,-0.016
"('TSLA',)",/flair_pred_returns_rfr_test.csv,150,45,0.75,True,-0.016
"('TSLA',)",/flair_pred_returns_rfr_test.csv,150,45,1.0,True,-0.016
"('TSLA',)",/flair_pred_returns_rfr_test.csv,150,15,0.75,True,-0.016
"('AAPL',)",/finbert_pred_returns_rfr_test.csv,120,45,1.5,False,-0.016
"('AAPL',)",/finbert_pred_returns_rfr_test.csv,120,45,2.0,False,-0.016
"('AAPL',)",/finbert_pred_returns_rfr_test.csv,120,30,2.0,False,-0.016
"('TSLA',)",/flair_pred_returns_rfr_test.csv,150,15,1.0,True,-0.016
"('AAPL',)",/finbert_pred_returns_rfr_test.csv,120,30,1.5,False,-0.016
"('AAPL',)",/finbert_pred_returns_rfr_test.csv,120,15,2.0,False,-0.016
"('AAPL',)",/finbert_pred_returns_rfr_test.csv,120,15,1.5,False,-0.016
"('TSLA',)",/flair_pred_returns_rfr_test.csv,150,30,0.75,True,-0.016
"('TSLA',)",/flair_pred_returns_rfr_test.csv,150,15,0.75,False,-0.02
"('TSLA',)",/flair_pred_returns_rfr_test.csv,150,30,1.0,False,-0.02
"('TSLA',)",/flair_pred_returns_rfr_test.csv,150,45,0.75,False,-0.02
"('TSLA',)",/flair_pred_returns_rfr_test.csv,150,15,1.0,False,-0.02
"('TSLA',)",/flair_pred_returns_rfr_test.csv,150,30,0.75,False,-0.02
"('TSLA',)",/flair_pred_returns_rfr_test.csv,150,45,1.0,False,-0.02
"('META',)",/finbert_pred_returns_rfr_test.csv,90,15,0.75,True,-0.021
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,90,15,1.0,False,-0.024
"('META',)",/vader_pred_returns_rfr_test.csv,90,30,0.75,True,-0.103
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,90,30,0.75,True,-0.106
"('META', 'TSLA')",/vader_pred_returns_rfr_test.csv,90,45,0.75,False,-0.111
"('TSLA',)",/vader_pred_returns_rfr_test.csv,90,15,0.75,True,-0.132
"('AAPL',)",/vader_pred_returns_rfr_test.csv,120,45,0.75,False,-0.141
"('META',)",/vader_pred_returns_rfr_test.csv,90,30,0.75,False,-0.145
"('META',)",/finbert_pred_returns_rfr_test.csv,90,15,0.75,False,-0.146
"('AAPL',)",/vader_pred_returns_rfr_test.csv,120,45,0.75,True,-0.155
"('META', 'TSLA')",/vader_pred_returns_rfr_test.csv,90,30,1.0,False,-0.155
"('TSLA',)",/vader_pred_returns_rfr_test.csv,90,15,0.75,False,-0.181
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,90,15,1.0,True,-0.192
"('TSLA',)",/vader_pred_returns_rfr_test.csv,150,15,0.75,False,-0.194
"('TSLA',)",/vader_pred_returns_rfr_test.csv,150,45,1.0,False,-0.194
"('TSLA',)",/vader_pred_returns_rfr_test.csv,150,45,0.75,False,-0.194
"('TSLA',)",/vader_pred_returns_rfr_test.csv,150,15,1.0,False,-0.194
"('TSLA',)",/vader_pred_returns_rfr_test.csv,150,30,1.0,False,-0.194
"('TSLA',)",/vader_pred_returns_rfr_test.csv,150,30,0.75,False,-0.194
"('TSLA',)",/vader_pred_returns_rfr_test.csv,150,15,0.75,True,-0.207
"('TSLA',)",/vader_pred_returns_rfr_test.csv,150,15,1.0,True,-0.207
"('TSLA',)",/vader_pred_returns_rfr_test.csv,150,45,1.0,True,-0.207
"('TSLA',)",/vader_pred_returns_rfr_test.csv,150,30,0.75,True,-0.207
"('TSLA',)",/vader_pred_returns_rfr_test.csv,150,30,1.0,True,-0.207
"('TSLA',)",/vader_pred_returns_rfr_test.csv,150,45,0.75,True,-0.207
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,90,30,1.0,False,-0.224
"('TSLA',)",/flair_pred_returns_rfr_test.csv,90,45,0.75,True,-0.225
"('TSLA',)",/finbert_pred_returns_rfr_test.csv,90,15,1.0,False,-0.231
"('TSLA',)",/flair_pred_returns_rfr_test.csv,90,45,0.75,False,-0.243
"('META', 'TSLA')",/stacked_pred_returns_rfr_test.csv,90,45,1.0,False,-0.251
"('META', 'TSLA')",/vader_pred_returns_rfr_test.csv,90,45,1.0,True,-0.259
"('AAPL',)",/flair_pred_returns_rfr_test.csv,120,15,0.75,True,-0.282
"('AAPL',)",/flair_pred_returns_rfr_test.csv,120,30,0.75,True,-0.282
"('AAPL',)",/flair_pred_returns_rfr_test.csv,120,45,0.75,True,-0.282
"('META',)",/flair_pred_returns_rfr_test.csv,90,15,1.5,False,-0.292
"('META',)",/flair_pred_returns_rfr_test.csv,90,45,1.0,False,-0.292
"('META',)",/stacked_pred_returns_rfr_test.csv,90,15,0.75,False,-0.292
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,90,30,0.75,True,-0.292
"('META', 'TSLA')",/stacked_pred_returns_rfr_test.csv,90,30,0.75,True,-0.299
"('AAPL',)",/vader_pred_returns_rfr_test.csv,120,15,0.75,True,-0.3
"('AAPL',)",/vader_pred_returns_rfr_test.csv,120,15,0.75,False,-0.3
"('AAPL',)",/vader_pred_returns_rfr_test.csv,120,30,0.75,False,-0.301
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,90,45,1.0,True,-0.302
"('AAPL',)",/vader_pred_returns_rfr_test.csv,120,30,0.75,True,-0.305
"('META', 'TSLA')",/flair_pred_returns_rfr_test.csv,90,30,1.0,True,-0.313
"('AAPL',)",/stacked_pred_returns_rfr_test.csv,120,45,0.75,True,-0.317
"('AAPL',)",/stacked_pred_returns_rfr_test.csv,120,30,0.75,True,-0.317
"('AAPL',)",/stacked_pred_returns_rfr_test.csv,120,15,0.75,True,-0.317
"('AAPL',)",/flair_pred_returns_rfr_test.csv,120,45,0.75,False,-0.326
"('AAPL',)",/flair_pred_returns_rfr_test.csv,120,30,0.75,False,-0.326
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,90,30,1.0,True,-0.336
"('AAPL',)",/flair_pred_returns_rfr_test.csv,120,15,0.75,False,-0.34
"('META', 'TSLA')",/finbert_pred_returns_rfr_test.csv,90,30,1.0,False,-0.34
"('META',)",/finbert_pred_returns_rfr_test.csv,90,15,1.5,True,-0.346
"('META',)",/finbert_pred_returns_rfr_test.csv,90,45,1.0,True,-0.346
"('TSLA',)",/flair_pred_returns_rfr_test.csv,90,30,0.75,True,-0.349
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,90,45,1.0,False,-0.357
"('AAPL',)",/finbert_pred_returns_rfr_test.csv,120,45,0.75,True,-0.385
"('AAPL',)",/finbert_pred_returns_rfr_test.csv,120,30,0.75,True,-0.385
"('AAPL',)",/finbert_pred_returns_rfr_test.csv,120,15,0.75,True,-0.39
"('META', 'TSLA')",/vader_pred_returns_rfr_test.csv,90,30,1.0,True,-0.4
"('META',)",/finbert_pred_returns_rfr_test.csv,90,45,1.0,False,-0.4
"('META',)",/finbert_pred_returns_rfr_test.csv,90,15,1.5,False,-0.4
"('AAPL',)",/finbert_pred_returns_rfr_test.csv,120,45,0.75,False,-0.426
"('META',)",/flair_pred_returns_rfr_test.csv,90,45,1.5,True,-0.426
"('META',)",/flair_pred_returns_rfr_test.csv,90,15,2.0,True,-0.426
"('META',)",/flair_pred_returns_rfr_test.csv,90,30,2.0,True,-0.426
"('META',)",/flair_pred_returns_rfr_test.csv,90,30,1.5,True,-0.426
"('META',)",/flair_pred_returns_rfr_test.csv,90,45,2.0,True,-0.426
"('META', 'TSLA')",/vader_pred_returns_rfr_test.csv,90,15,1.5,False,-0.428
"('AAPL',)",/stacked_pred_returns_rfr_test.csv,120,15,0.75,False,-0.435
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,90,15,0.75,True,-0.435
"('TSLA',)",/stacked_pred_returns_rfr_test.csv,90,30,0.75,True,-0.435
"('AAPL',)",/stacked_pred_returns_rfr_test.csv,120,30,0.75,False,-0.437
"('AAPL',)",/stacked_pred_returns_rfr_test.csv,120,45,0.75,False,-0.437
"('AAPL',)",/finbert_pred_returns_rfr_test.csv,120,30,0.75,False,-0.443
"('AAPL',)",/finbert_pred_returns_rfr_test.csv,120,15,0.75,False,-0.443
